OG	Query_species	Target_species	Query_accession	Target_accession	Query_length	Target_length	Alignment_length	Bit_score	Evalue	Normalized_bit_score
OG26158	S. Pennelli	Tomato	Sopen09g001980.1	Solyc09g007110.3.1	977	978	977	1295.0	0.0	1.3248085307679909
OG26158	S. Pennelli	Tomato Cherry	Sopen02g006650.1	SLYcer02g02382.1	1051	1051	1051	1378.0	0.0	1.3116079923882018
OG26158	Tomato	S. pimp	Solyc09g007110.3.1	SPI09g00198.1	978	997	997	1303.0	0.0	1.3196158003663343
OG26158	S. pimp	Tomato Cherry	SPI09g00198.1	SLYcer09g00299.1	997	997	997	1382.0	0.0	1.3861584754262788
OG26158	Dom. pepper	Wild pepper	Capana11g000478	Capang11g000451	977	977	977	1324.0	0.0	1.3551688843398157
OG26158	Tomato	S. Pennelli	Solyc04g054200.3.1	Sopen04g023670.1	1059	1058	1058	1475.0	0.0	1.393009508917176
OG26158	S. Pennelli	Potato	Sopen04g023670.1	PGSC0003DMP400022941	1058	1059	1058	1432.0	0.0	1.3519129399458418
OG26158	Dom. pepper	Potato	Capana12g001788	PGSC0003DMP400022941	1059	1059	1060	1196.0	0.0	1.1322001888574127
OG26158	S. Pennelli	Potato	Sopen09g001980.1	PGSC0003DMP400003605	977	978	977	1251.0	0.0	1.2823545849005658
OG26158	Wild pepper	S. pimp	Capang12g001444	SPI09g00198.1	1059	997	1067	365.0	1.2e-109	0.3572701106151315
OG26158	Wild pepper	Tomato Cherry	Capang02g001236	SLYcer02g03807.1	995	1033	1041	1244.0	0.0	1.2297679102190529
OG26158	Tomato Cherry	Potato	SLYcer02g03807.1	PGSC0003DMP400036730	1033	1046	1045	1352.0	0.0	1.2987400487543939
OG26158	Tomato Cherry	S. Pennelli	SLYcer04g03868.1	Sopen04g023670.1	796	1058	794	1078.0	0.0	1.1859593335296519
OG26158	S. Pennelli	Tomato	Sopen02g019160.1	Solyc02g070000.4.1	1054	1041	1054	1426.0	0.0	1.3628120858829726
OG26158	S. Pennelli	Dom. pepper	Sopen04g023670.1	Capana12g001788	1058	1059	1060	1230.0	0.0	1.158241269807269
OG26158	Potato	Wild pepper	PGSC0003DMP400003605	Capang11g000451	978	977	977	1196.0	0.0	1.2225072370032213
OG26158	S. pimp	S. Pennelli	SPI09g00198.1	Sopen09g001980.1	997	977	997	1283.0	0.0	1.300032133247234
OG26158	Wild pepper	S. pimp	Capang12g001444	SPI02g01282.1	1059	1051	1085	357.0	1.58e-106	0.3426427818642976
OG26158	Dom. pepper	S. pimp	Capana02g001399	SPI02g01282.1	1030	1051	1064	1045.0	0.0	1.007825187292731
OG26158	S. pimp	Tomato Cherry	SPI02g01282.1	SLYcer02g02382.1	1051	1051	1051	1412.0	0.0	1.3425309229305422
OG26158	Potato	S. Pennelli	PGSC0003DMP400036730	Sopen02g019160.1	1046	1054	1045	1374.0	0.0	1.3085904194527993
OG26158	Wild pepper	S. pimp	Capang02g001236	SPI02g01282.1	995	1051	1043	1040.0	0.0	1.0188874916925255
OG26158	S. Pennelli	Dom. pepper	Sopen09g001980.1	Capana11g000478	977	977	977	1188.0	0.0	1.2175025588536337
OG26158	S. Pennelli	S. pimp	Sopen09g001980.1	SPI09g00198.1	977	997	997	1283.0	0.0	1.300032133247234
OG26158	Tomato	Tomato Cherry	Solyc02g023950.3.1	SLYcer02g02382.1	1052	1051	1051	1415.0	0.0	1.3456969281473738
OG26158	Wild pepper	Dom. pepper	Capang12g001444	Capana12g001788	1059	1059	1059	1503.0	0.0	1.4192634560906516
OG26158	Potato	S. pimp	PGSC0003DMP400022941	SPI09g00198.1	1059	997	1070	357.0	5.8e-107	0.3466480650639359
OG26158	Potato	S. pimp	PGSC0003DMP400022941	SPI02g01282.1	1059	1051	1107	378.0	3.82e-114	0.3601875636225763
OG26158	Tomato Cherry	Wild pepper	SLYcer09g00299.1	Capang11g000451	997	977	997	1181.0	0.0	1.1976810677682996
OG26158	Tomato Cherry	S. pimp	SLYcer02g03807.1	SPI02g01282.1	1033	1051	1064	1090.0	0.0	1.0442071949178535
OG26158	S. pimp	Wild pepper	SPI02g01282.1	Capang02g001236	1051	995	1043	1043.0	0.0	1.0188874916925255
OG26158	S. Pennelli	S. pimp	Sopen02g006650.1	SPI02g01282.1	1051	1051	1051	1373.0	0.0	1.3078020932445291
OG26158	Wild pepper	Potato	Capang11g000451	PGSC0003DMP400003605	977	978	977	1194.0	0.0	1.2225072370032213
OG26158	Potato	S. Pennelli	PGSC0003DMP400003605	Sopen09g001980.1	978	977	977	1256.0	0.0	1.2823545849005658
OG26158	Tomato Cherry	Tomato	SLYcer09g00299.1	Solyc09g007110.3.1	997	978	997	1309.0	0.0	1.3251908075966141
OG26158	Tomato Cherry	Potato	SLYcer04g03868.1	PGSC0003DMP400022941	796	1059	794	1023.0	0.0	1.1237063504491296
OG26158	S. Pennelli	Dom. pepper	Sopen02g006650.1	Capana02g001399	1051	1030	1064	1057.0	0.0	1.014058270902423
OG26158	Tomato Cherry	Dom. pepper	SLYcer09g00299.1	Capana11g000478	997	977	997	1181.0	0.0	1.1976810677682996
OG26158	S. Pennelli	Tomato	Sopen04g023670.1	Solyc04g054200.3.1	1058	1059	1058	1474.0	0.0	1.393009508917176
OG26158	Tomato	S. Pennelli	Solyc02g023950.3.1	Sopen02g006650.1	1052	1051	1051	1379.0	0.0	1.310984830670048
OG26158	Potato	Dom. pepper	PGSC0003DMP400036462	Capana02g001399	1052	1030	1064	1039.0	0.0	0.9962890841300897
OG26158	Dom. pepper	Tomato Cherry	Capana11g000478	SLYcer09g00299.1	977	997	997	1183.0	0.0	1.1976810677682996
OG26158	Tomato Cherry	Wild pepper	SLYcer02g02382.1	Capang02g001236	1051	995	1043	1045.0	0.0	1.0222712037829491
OG26158	S. Pennelli	Dom. pepper	Sopen02g019160.1	Capana02g001399	1054	1030	1054	1268.0	0.0	1.2127825574326192
OG26158	S. Pennelli	Wild pepper	Sopen02g006650.1	Capang02g001236	1051	995	1043	1048.0	0.0	1.0252059536502685
OG26158	S. Pennelli	Potato	Sopen02g006650.1	PGSC0003DMP400036462	1051	1052	1051	1308.0	0.0	1.2434617763998075
OG26158	Dom. pepper	S. Pennelli	Capana11g000478	Sopen09g001980.1	977	977	977	1191.0	0.0	1.2175025588536337
OG26158	Tomato	S. pimp	Solyc04g054200.3.1	SPI02g01282.1	1059	1051	1107	401.0	1.1100000000000001e-122	0.3815166813565748
OG26158	S. pimp	Tomato	SPI09g00198.1	Solyc09g007110.3.1	997	978	997	1303.0	0.0	1.3196158003663343
OG26158	Potato	Tomato	PGSC0003DMP400003605	Solyc09g007110.3.1	978	978	978	1257.0	0.0	1.282719836400818
OG26158	Wild pepper	Tomato	Capang12g001444	Solyc04g054200.3.1	1059	1059	1060	1176.0	0.0	1.114730878186969
OG26158	Wild pepper	Tomato Cherry	Capang12g001444	SLYcer04g03868.1	1059	796	789	927.0	0.0	1.0223242036433347
OG26158	Tomato Cherry	S. pimp	SLYcer02g02382.1	SPI02g01282.1	1051	1051	1051	1410.0	0.0	1.3425309229305422
OG26158	Dom. pepper	Wild pepper	Capana12g001788	Capang12g001444	1059	1059	1059	1503.0	0.0	1.4192634560906516
OG26158	S. pimp	Dom. pepper	SPI02g01282.1	Capana02g001399	1051	1030	1064	1052.0	0.0	1.007825187292731
OG26158	Dom. pepper	Potato	Capana02g001399	PGSC0003DMP400036730	1030	1046	1045	1234.0	0.0	1.1922933412537824
OG26158	Tomato Cherry	Tomato	SLYcer02g03807.1	Solyc02g070000.4.1	1033	1041	1061	1422.0	0.0	1.371283662202086
OG26158	Potato	Wild pepper	PGSC0003DMP400036462	Capang02g001236	1052	995	1043	1038.0	0.0	1.015904618147773
OG26158	Dom. pepper	S. pimp	Capana12g001788	SPI02g01282.1	1059	1051	1085	357.0	1.58e-106	0.3426427818642976
OG26158	Dom. pepper	S. Pennelli	Capana12g001788	Sopen04g023670.1	1059	1058	1060	1222.0	0.0	1.158241269807269
OG26158	Tomato	Potato	Solyc02g023950.3.1	PGSC0003DMP400036462	1052	1052	1052	1326.0	0.0	1.2599809885931559
OG26158	S. pimp	Tomato	SPI02g01282.1	Solyc02g023950.3.1	1051	1052	1051	1412.0	0.0	1.3418923856692704
OG26158	Wild pepper	Dom. pepper	Capang11g000451	Capana11g000478	977	977	977	1324.0	0.0	1.3551688843398157
OG26158	Wild pepper	Potato	Capang12g001444	PGSC0003DMP400022941	1059	1059	1060	1196.0	0.0	1.1322001888574127
OG26158	S. Pennelli	Wild pepper	Sopen02g019160.1	Capang02g001236	1054	995	1041	1264.0	0.0	1.2343219894539108
OG26158	Wild pepper	Tomato	Capang02g001236	Solyc02g070000.4.1	995	1041	1041	1250.0	0.0	1.2305349996862314
OG26158	Tomato	Wild pepper	Solyc04g054200.3.1	Capang12g001444	1059	1059	1060	1185.0	0.0	1.114730878186969
OG26158	Wild pepper	S. Pennelli	Capang11g000451	Sopen09g001980.1	977	977	977	1191.0	0.0	1.2175025588536337
OG26158	Tomato	Tomato Cherry	Solyc02g070000.4.1	SLYcer02g03807.1	1041	1033	1061	1422.0	0.0	1.371283662202086
OG26158	Tomato Cherry	Potato	SLYcer02g02382.1	PGSC0003DMP400036462	1051	1052	1051	1326.0	0.0	1.26010444515996
OG26158	Wild pepper	S. Pennelli	Capang02g001236	Sopen02g019160.1	995	1054	1041	1263.0	0.0	1.2343219894539108
OG26158	Tomato	S. pimp	Solyc02g070000.4.1	SPI02g01282.1	1041	1051	1064	1097.0	0.0	1.0478205194997492
OG26158	Dom. pepper	Tomato	Capana11g000478	Solyc09g007110.3.1	977	978	977	1192.0	0.0	1.2179023470286947
OG26158	Tomato Cherry	S. pimp	SLYcer09g00299.1	SPI09g00198.1	997	997	997	1382.0	0.0	1.3861584754262788
OG26158	Dom. pepper	Potato	Capana11g000478	PGSC0003DMP400003605	977	978	977	1194.0	0.0	1.2225072370032213
OG26158	Dom. pepper	Tomato	Capana12g001788	Solyc04g054200.3.1	1059	1059	1060	1176.0	0.0	1.114730878186969
OG26158	Tomato Cherry	Potato	SLYcer09g00299.1	PGSC0003DMP400003605	997	978	997	1240.0	0.0	1.2583199496239228
OG26158	S. Pennelli	Wild pepper	Sopen09g001980.1	Capang11g000451	977	977	977	1188.0	0.0	1.2175025588536337
OG26158	Potato	Dom. pepper	PGSC0003DMP400022941	Capana12g001788	1059	1059	1060	1202.0	0.0	1.1322001888574127
OG26158	Tomato	S. Pennelli	Solyc02g070000.4.1	Sopen02g019160.1	1041	1054	1054	1429.0	0.0	1.3628120858829726
OG26158	Tomato	Wild pepper	Solyc02g070000.4.1	Capang02g001236	1041	995	1041	1254.0	0.0	1.2305349996862314
OG26158	Tomato	Wild pepper	Solyc02g023950.3.1	Capang02g001236	1052	995	1043	1045.0	0.0	1.0217986319429848
OG26158	Potato	Dom. pepper	PGSC0003DMP400036730	Capana02g001399	1046	1030	1045	1241.0	0.0	1.1922933412537824
OG26158	Tomato Cherry	Tomato	SLYcer02g02382.1	Solyc02g023950.3.1	1051	1052	1051	1415.0	0.0	1.3456969281473738
OG26158	S. Pennelli	Potato	Sopen02g019160.1	PGSC0003DMP400036730	1054	1046	1045	1374.0	0.0	1.3085904194527993
OG26158	Potato	S. pimp	PGSC0003DMP400036730	SPI02g01282.1	1046	1051	1047	1083.0	0.0	1.032910021048878
OG26158	S. Pennelli	S. pimp	Sopen04g023670.1	SPI02g01282.1	1058	1051	1103	394.0	5.6e-120	0.3741135006897742
OG26158	Potato	S. Pennelli	PGSC0003DMP400036462	Sopen02g006650.1	1052	1051	1051	1307.0	0.0	1.2434617763998075
OG26158	Wild pepper	Potato	Capang02g001236	PGSC0003DMP400036730	995	1046	1041	1249.0	0.0	1.2251770323894808
OG26158	S. pimp	Dom. pepper	SPI09g00198.1	Capana11g000478	997	977	997	1185.0	0.0	1.20173416872932
OG26158	Dom. pepper	S. Pennelli	Capana02g001399	Sopen02g019160.1	1030	1054	1054	1259.0	0.0	1.2127825574326192
OG26158	Tomato Cherry	S. Pennelli	SLYcer02g03807.1	Sopen02g019160.1	1033	1054	1054	1399.0	0.0	1.339848105497703
OG26158	S. pimp	Potato	SPI02g01282.1	PGSC0003DMP400036462	1051	1052	1051	1323.0	0.0	1.2567756400748156
OG26158	Potato	S. pimp	PGSC0003DMP400003605	SPI09g00198.1	978	997	997	1248.0	0.0	1.2613582054958332
OG26158	Tomato	Tomato Cherry	Solyc09g007110.3.1	SLYcer09g00299.1	978	997	997	1308.0	0.0	1.3251908075966141
OG26158	Tomato Cherry	Dom. pepper	SLYcer02g03807.1	Capana02g001399	1033	1030	1033	1281.0	0.0	1.237043111307437
OG26158	Tomato	Potato	Solyc02g070000.4.1	PGSC0003DMP400036730	1041	1046	1046	1368.0	0.0	1.3090589832177106
OG26158	Potato	Tomato Cherry	PGSC0003DMP400036730	SLYcer02g03807.1	1046	1033	1045	1348.0	0.0	1.2987400487543939
OG26158	Dom. pepper	S. pimp	Capana12g001788	SPI09g00198.1	1059	997	1067	365.0	1.2e-109	0.3572701106151315
OG26158	Dom. pepper	S. pimp	Capana11g000478	SPI09g00198.1	977	997	997	1187.0	0.0	1.20173416872932
OG26158	Potato	Wild pepper	PGSC0003DMP400022941	Capang12g001444	1059	1059	1060	1202.0	0.0	1.1322001888574127
OG26158	S. Pennelli	Tomato Cherry	Sopen09g001980.1	SLYcer09g00299.1	977	997	997	1283.0	0.0	1.300032133247234
OG26158	Potato	Tomato	PGSC0003DMP400036730	Solyc02g070000.4.1	1046	1041	1046	1364.0	0.0	1.3090589832177106
OG26158	Tomato Cherry	S. Pennelli	SLYcer09g00299.1	Sopen09g001980.1	997	977	997	1283.0	0.0	1.300032133247234
OG26158	Potato	Tomato	PGSC0003DMP400022941	Solyc04g054200.3.1	1059	1059	1059	1377.0	0.0	1.3021718602455146
OG26158	Dom. pepper	Tomato Cherry	Capana02g001399	SLYcer02g03807.1	1030	1033	1033	1271.0	0.0	1.237043111307437
OG26158	Wild pepper	S. pimp	Capang11g000451	SPI09g00198.1	977	997	997	1187.0	0.0	1.20173416872932
OG26158	Potato	Dom. pepper	PGSC0003DMP400003605	Capana11g000478	978	977	977	1196.0	0.0	1.2225072370032213
OG26158	Dom. pepper	Wild pepper	Capana02g001399	Capang02g001236	1030	995	1040	1381.0	0.0	1.3662999463336098
OG26158	Tomato	Tomato Cherry	Solyc04g054200.3.1	SLYcer04g03868.1	1059	796	794	1132.0	0.0	1.2455217541911636
OG26158	Tomato Cherry	Wild pepper	SLYcer04g03868.1	Capang12g001444	796	1059	789	932.0	0.0	1.0223242036433347
OG26158	Dom. pepper	Tomato Cherry	Capana12g001788	SLYcer04g03868.1	1059	796	789	927.0	0.0	1.0223242036433347
OG26158	Tomato	S. Pennelli	Solyc09g007110.3.1	Sopen09g001980.1	978	977	977	1295.0	0.0	1.3248085307679909
OG26158	Potato	Tomato Cherry	PGSC0003DMP400003605	SLYcer09g00299.1	978	997	997	1245.0	0.0	1.2583199496239228
OG26158	Tomato	Wild pepper	Solyc09g007110.3.1	Capang11g000451	978	977	977	1189.0	0.0	1.2179023470286947
OG26158	Tomato Cherry	Tomato	SLYcer04g03868.1	Solyc04g054200.3.1	796	1059	794	1132.0	0.0	1.2455217541911636
OG26158	Potato	Wild pepper	PGSC0003DMP400036730	Capang02g001236	1046	995	1041	1250.0	0.0	1.2251770323894808
OG26158	Tomato	S. pimp	Solyc02g023950.3.1	SPI02g01282.1	1052	1051	1051	1410.0	0.0	1.3418923856692704
OG26158	S. pimp	S. Pennelli	SPI02g01282.1	Sopen02g006650.1	1051	1051	1051	1376.0	0.0	1.3078020932445291
OG26158	Wild pepper	Dom. pepper	Capang02g001236	Capana02g001399	995	1030	1040	1385.0	0.0	1.3662999463336098
OG26158	Wild pepper	Tomato	Capang11g000451	Solyc09g007110.3.1	977	978	977	1192.0	0.0	1.2179023470286947
OG26158	S. pimp	Potato	SPI09g00198.1	PGSC0003DMP400003605	997	978	997	1243.0	0.0	1.2613582054958332
OG26158	Tomato Cherry	Wild pepper	SLYcer02g03807.1	Capang02g001236	1033	995	1041	1249.0	0.0	1.2297679102190529
OG26158	S. Pennelli	Tomato Cherry	Sopen02g019160.1	SLYcer02g03807.1	1054	1033	1054	1397.0	0.0	1.339848105497703
OG26158	S. Pennelli	Tomato Cherry	Sopen04g023670.1	SLYcer04g03868.1	1058	796	794	1077.0	0.0	1.1859593335296519
OG26158	Tomato	Dom. pepper	Solyc04g054200.3.1	Capana12g001788	1059	1059	1060	1185.0	0.0	1.114730878186969
OG26158	Tomato	Dom. pepper	Solyc02g023950.3.1	Capana02g001399	1052	1030	1064	1055.0	0.0	1.0111853519878917
OG26158	Wild pepper	Tomato Cherry	Capang11g000451	SLYcer09g00299.1	977	997	997	1183.0	0.0	1.1976810677682996
OG26158	Tomato Cherry	Dom. pepper	SLYcer04g03868.1	Capana12g001788	796	1059	789	932.0	0.0	1.0223242036433347
OG26158	Potato	Tomato Cherry	PGSC0003DMP400036462	SLYcer02g02382.1	1052	1051	1051	1324.0	0.0	1.26010444515996
OG26158	Tomato	Potato	Solyc04g054200.3.1	PGSC0003DMP400022941	1059	1059	1059	1381.0	0.0	1.3021718602455146
OG26158	Potato	S. pimp	PGSC0003DMP400036462	SPI02g01282.1	1052	1051	1051	1320.0	0.0	1.2567756400748156
OG26158	Tomato Cherry	S. Pennelli	SLYcer02g02382.1	Sopen02g006650.1	1051	1051	1051	1379.0	0.0	1.3116079923882018
OG26158	Potato	Tomato	PGSC0003DMP400036462	Solyc02g023950.3.1	1052	1052	1052	1325.0	0.0	1.2599809885931559
OG26158	Wild pepper	S. Pennelli	Capang12g001444	Sopen04g023670.1	1059	1058	1060	1222.0	0.0	1.158241269807269
OG26158	S. Pennelli	Tomato	Sopen02g006650.1	Solyc02g023950.3.1	1051	1052	1051	1378.0	0.0	1.310984830670048
OG26158	S. Pennelli	Wild pepper	Sopen04g023670.1	Capang12g001444	1058	1059	1060	1230.0	0.0	1.158241269807269
OG26158	Potato	Tomato Cherry	PGSC0003DMP400022941	SLYcer04g03868.1	1059	796	794	1020.0	0.0	1.1237063504491296
OG26158	Tomato Cherry	Dom. pepper	SLYcer02g02382.1	Capana02g001399	1051	1030	1064	1055.0	0.0	1.011660184937138
OG26158	S. Pennelli	S. pimp	Sopen02g019160.1	SPI02g01282.1	1054	1051	1054	1101.0	0.0	1.04608288482822
OG26158	Tomato	Dom. pepper	Solyc09g007110.3.1	Capana11g000478	978	977	977	1189.0	0.0	1.2179023470286947
OG26158	Tomato	Dom. pepper	Solyc02g070000.4.1	Capana02g001399	1041	1030	1061	1271.0	0.0	1.222177611146862
OG26158	Potato	S. Pennelli	PGSC0003DMP400022941	Sopen04g023670.1	1059	1058	1058	1430.0	0.0	1.3519129399458418
OG26178	S. Pennelli	Potato	Sopen02g029410.1	PGSC0003DMP400006310	494	495	494	952.0	0.0	1.9282153518995624
OG26178	Tomato	Dom. pepper	Solyc03g121510.4.1	Capana03g000186	483	383	411	590.0	2.96e-212	1.3799658358064533
OG26178	S. pimp	Tomato Cherry	SPI02g03795.1	SLYcer02g04872.1	534	494	494	990.0	0.0	1.929926913220822
OG26178	S. pimp	Potato	SPI03g05412.1	PGSC0003DMP400006310	485	495	457	470.0	5.1200000000000007e-163	0.9634072685619077
OG26178	Dom. pepper	Wild pepper	Capana06g002277	Capang06g002134	319	312	312	607.0	1.39e-222	1.9210322723253759
OG26178	Potato	Wild pepper	PGSC0003DMP400006310	Capang02g002471	495	501	501	885.0	0.0	1.7731325228331216
OG26178	Potato	Wild pepper	PGSC0003DMP400041203	Capang06g002134	491	312	315	556.0	9.660000000000001e-200	1.4490704475429528
OG26178	S. pimp	Tomato Cherry	SPI06g03452.1	SLYcer06g03541.1	396	487	486	738.0	3.2099999999999997e-270	1.690781013419617
OG26178	Potato	Wild pepper	PGSC0003DMP400004426	Capang06g002134	205	312	198	95.1	1.4599999999999998e-23	0.376062382739212
OG26178	S. Pennelli	Potato	Sopen06g017700.1	PGSC0003DMP400041203	466	491	469	891.0	0.0	1.8622675978776781
OG26178	Potato	S. Pennelli	PGSC0003DMP400006310	Sopen02g029410.1	495	494	494	955.0	0.0	1.9282153518995624
OG26178	Wild pepper	Dom. pepper	Capang06g002134	Capana06g002277	312	319	312	605.0	8.14e-222	1.9210322723253759
OG26178	Potato	Tomato Cherry	PGSC0003DMP400006311	SLYcer02g04872.1	301	494	299	545.0	1.59e-195	1.4585961773844272
OG26178	Potato	Tomato Cherry	PGSC0003DMP400006310	SLYcer02g04872.1	495	494	494	947.0	0.0	1.9140575798470536
OG26178	S. Pennelli	S. pimp	Sopen02g029410.1	SPI02g03795.1	494	534	494	976.0	0.0	1.9027240746637553
OG26178	S. pimp	Potato	SPI02g03795.1	PGSC0003DMP400006310	534	495	494	943.0	0.0	1.83735671319941
OG26178	Potato	Wild pepper	PGSC0003DMP400041202	Capang06g002134	318	312	315	555.0	2.48e-202	1.751058297048863
OG26178	Tomato	Tomato Cherry	Solyc06g051750.3.1	SLYcer06g03541.1	488	487	487	970.0	0.0	1.988721092671761
OG26178	Dom. pepper	Tomato Cherry	Capana02g002751	SLYcer02g04872.1	501	494	501	887.0	0.0	1.7859968322464383
OG26178	Potato	Tomato Cherry	PGSC0003DMP400041203	SLYcer06g03541.1	491	487	489	921.0	0.0	1.8814304294550368
OG26178	Tomato	S. pimp	Solyc06g051750.3.1	SPI06g03452.1	488	396	486	739.0	9.99e-271	1.6892283490644147
OG26178	Tomato Cherry	Dom. pepper	SLYcer06g03541.1	Capana06g002277	487	319	312	549.0	6.09e-197	1.4200498220182425
OG26178	Potato	Tomato Cherry	PGSC0003DMP400041202	SLYcer06g03541.1	318	487	315	571.0	1.59e-205	1.4840410419330259
OG26178	Tomato	S. pimp	Solyc03g121510.4.1	SPI03g05412.1	483	485	486	913.0	0.0	1.8884420823461612
OG26178	Dom. pepper	Tomato Cherry	Capana06g002277	SLYcer06g03541.1	319	487	317	545.0	1.8e-195	1.4200498220182425
OG26178	S. Pennelli	S. pimp	Sopen03g040320.2	SPI03g05412.1	415	485	412	828.0	2.0400000000000001e-305	1.849993789591355
OG26178	Tomato	Tomato Cherry	Solyc03g121510.4.1	SLYcer03g05374.1	483	485	486	914.0	0.0	1.8894730101812127
OG26178	S. Pennelli	S. pimp	Sopen03g040320.1	SPI03g05412.1	332	485	412	642.0	1.83e-233	1.6272171158862254
OG26178	Potato	S. Pennelli	PGSC0003DMP400006311	Sopen02g029410.1	301	494	299	550.0	2.6099999999999997e-197	1.4703014244017916
OG26178	Potato	Wild pepper	PGSC0003DMP400006311	Capang02g002471	301	501	299	524.0	2.31e-187	1.3917248559359687
OG26178	Dom. pepper	Tomato	Capana06g002277	Solyc06g051750.3.1	319	488	317	545.0	1.33e-195	1.4189032067423815
OG26178	Wild pepper	S. Pennelli	Capang02g002471	Sopen02g029410.1	501	494	501	896.0	0.0	1.8020921719314407
OG26178	Dom. pepper	Wild pepper	Capana03g000186	Capang03g000177	383	368	369	729.0	5.0500000000000004e-269	1.9434917414008401
OG26178	Potato	S. Pennelli	PGSC0003DMP400041203	Sopen06g017700.1	491	466	469	890.0	0.0	1.8622675978776781
OG26178	Potato	S. Pennelli	PGSC0003DMP400041202	Sopen06g017700.1	318	466	294	540.0	2.46e-193	1.4316003994925366
OG26178	Wild pepper	Potato	Capang03g000177	PGSC0003DMP400006310	368	495	424	369.0	4.22e-125	0.8863142292490118
OG26178	Potato	Dom. pepper	PGSC0003DMP400006310	Capana02g002751	495	501	501	885.0	0.0	1.7731325228331216
OG26178	Potato	Dom. pepper	PGSC0003DMP400006311	Capana02g002751	301	501	299	524.0	2.39e-187	1.3917248559359687
OG26178	Dom. pepper	Tomato	Capana02g002751	Solyc02g084740.4.1	501	357	355	593.0	1.88e-213	1.425342592126671
OG26178	Wild pepper	S. pimp	Capang06g002134	SPI06g03452.1	312	396	312	542.0	8.76e-196	1.5625485625485624
OG26178	S. pimp	Tomato Cherry	SPI03g05412.1	SLYcer03g05374.1	485	485	485	967.0	0.0	1.9927835051546392
OG26178	S. Pennelli	Potato	Sopen03g040320.2	PGSC0003DMP400006310	415	495	414	437.0	4.18e-151	0.967920165510527
OG26178	Dom. pepper	Wild pepper	Capana02g002751	Capang02g002471	501	501	501	1001.0	0.0	1.998003992015968
OG26178	S. Pennelli	Potato	Sopen03g040320.1	PGSC0003DMP400006310	332	495	414	344.0	5.12e-116	0.8670530607277596
OG26178	S. pimp	Wild pepper	SPI02g03795.1	Capang02g002471	534	501	498	887.0	0.0	1.713881226311422
OG26178	Dom. pepper	Tomato Cherry	Capana03g000186	SLYcer03g05374.1	383	485	410	641.0	4.07e-232	1.504166778821566
OG26178	Dom. pepper	Tomato	Capana03g000186	Solyc03g121510.4.1	383	483	411	589.0	9.27e-212	1.3799658358064533
OG26178	Potato	Dom. pepper	PGSC0003DMP400004426	Capana06g002277	205	319	198	95.1	1.68e-23	0.3773522440553559
OG26178	S. Pennelli	S. pimp	Sopen06g017700.1	SPI06g03452.1	466	396	466	693.0	7.93e-253	1.615343347639485
OG26178	Potato	S. pimp	PGSC0003DMP400041202	SPI06g03452.1	318	396	315	571.0	6.04e-207	1.6171860110539356
OG26178	Wild pepper	S. pimp	Capang03g000177	SPI03g05412.1	368	485	412	644.0	1.91e-233	1.5443523083818915
OG26178	Wild pepper	S. Pennelli	Capang03g000177	Sopen03g040320.2	368	415	383	591.0	1.6800000000000003e-213	1.5218308014667365
OG26178	Potato	S. pimp	PGSC0003DMP400006310	SPI02g03795.1	495	534	494	945.0	0.0	1.83735671319941
OG26178	Potato	S. pimp	PGSC0003DMP400006311	SPI02g03795.1	301	534	299	542.0	7.25e-194	1.4094839921858475
OG26178	Potato	S. pimp	PGSC0003DMP400041203	SPI06g03452.1	491	396	490	698.0	3.12e-254	1.5890524388487728
OG26178	Wild pepper	S. pimp	Capang02g002471	SPI02g03795.1	501	534	498	885.0	0.0	1.713881226311422
OG26178	Tomato	Potato	Solyc06g051750.3.1	PGSC0003DMP400041203	488	491	489	920.0	0.0	1.8805110847717939
OG26178	S. Pennelli	Wild pepper	Sopen03g040320.1	Capang03g000177	332	368	333	467.0	2.36e-166	1.3287879779989522
OG26178	Tomato Cherry	Tomato	SLYcer06g03541.1	Solyc06g051750.3.1	487	488	487	969.0	0.0	1.988721092671761
OG26178	Tomato	S. Pennelli	Solyc06g051750.3.1	Sopen06g017700.1	488	466	465	917.0	0.0	1.9255039400548792
OG26178	Tomato Cherry	Potato	SLYcer02g04872.1	PGSC0003DMP400006310	494	495	494	946.0	0.0	1.9140575798470536
OG26178	Dom. pepper	S. pimp	Capana02g002751	SPI02g03795.1	501	534	498	885.0	0.0	1.713881226311422
OG26178	S. pimp	Dom. pepper	SPI06g03452.1	Capana06g002277	396	319	312	548.0	5.57e-198	1.5458028561476838
OG26178	Dom. pepper	S. Pennelli	Capana06g002277	Sopen06g017700.1	319	466	294	522.0	2.52e-186	1.3861046456873007
OG26178	Potato	Tomato	PGSC0003DMP400041202	Solyc06g051750.3.1	318	488	315	571.0	1.1799999999999999e-205	1.4828397257449222
OG26178	Dom. pepper	Potato	Capana03g000186	PGSC0003DMP400006310	383	495	422	366.0	8.260000000000001e-124	0.8605585884959253
OG26178	Potato	Tomato	PGSC0003DMP400041203	Solyc06g051750.3.1	491	488	489	921.0	0.0	1.8805110847717939
OG26178	Tomato Cherry	Tomato	SLYcer03g05374.1	Solyc03g121510.4.1	485	483	486	915.0	0.0	1.8894730101812127
OG26178	S. Pennelli	Wild pepper	Sopen03g040320.2	Capang03g000177	415	368	383	596.0	6.39e-216	1.5218308014667365
