OG	n_genes	n_species	Dom. pepper	Potato	S. Pennelli	S. pimp	Tomato	Tomato Cherry	Wild pepper
OG25412	18	7	Capana06g000098,Capana06g000087	PGSC0003DMP400031156,PGSC0003DMP400031154,PGSC0003DMP400034941,PGSC0003DMP400031157,PGSC0003DMP400031158,PGSC0003DMP400031159,PGSC0003DMP400031155	Sopen08g001150.1,Sopen06g035540.1	SPI08g00077.1,SPI06g05371.1	Solyc06g084160.4.1,Solyc08g005140.3.1	SLYcer08g00157.1,SLYcer06g05479.1	Capang06g000072
OG25590	19	7	Capana09g001726,Capana10g001659	PGSC0003DMP400015616,PGSC0003DMP400019449,PGSC0003DMP400015618,PGSC0003DMP400015617,PGSC0003DMP400015620,PGSC0003DMP400019448,PGSC0003DMP400019450	Sopen09g006040.1,Sopen10g034390.1	SPI09g00918.1,SPI10g04335.1	Solyc10g084930.2.1,Solyc09g011320.3.1	SLYcer09g01008.1,SLYcer10g05801.1	Capang10g001410,Capang09g001292
OG25694	20	7	Capana08g000071,Capana03g000053,Capana07g002172	PGSC0003DMP400028596,PGSC0003DMP400022012,PGSC0003DMP400016187	Sopen01g003690.1,Sopen03g041540.1,Sopen07g031190.1	SPI01g00485.1,SPI07g06055.1,SPI03g05534.1	Solyc01g008140.4.1,Solyc03g123780.4.1,Solyc07g063000.4.1	SLYcer01g00460.1,SLYcer07g05337.1	Capang08g000069,Capang03g000049,Capang07g002191
OG25719	20	7	Capana10g000295,Capana08g002493,Capana08g002494,Capana10g000294	PGSC0003DMP400043671,PGSC0003DMP400018673	Sopen01g051350.1,Sopen01g051360.1,Sopen10g003830.1	SPI01g08526.1,SPI10g00400.1	Solyc01g109160.4.1,Solyc10g007960.1.1,Solyc01g109150.4.1	SLYcer01g08304.1,SLYcer10g00536.1	Capang10g000204,Capang01g005015,Capang01g005016,Capang10g000205
OG25726	20	7	Capana04g001400,Capana10g001833,Capana07g002383	PGSC0003DMP400001509,PGSC0003DMP400018510,PGSC0003DMP400003168	Sopen04g026950.1,Sopen10g033690.1,Sopen07g033820.1	SPI07g06317.1,SPI10g04265.1	Solyc10g084250.1.1,Solyc07g065610.1.1,Solyc04g071000.1.1	SLYcer10g05732.1,SLYcer07g05599.1	Capang07g002383,Capang08g000945,Capang10g001603,Capang00g004324
OG25764	20	7	Capana01g000837,Capana11g002037,Capana11g002039,Capana11g002038	PGSC0003DMP400049202,PGSC0003DMP400049205,PGSC0003DMP400049204,PGSC0003DMP400049201,PGSC0003DMP400049303	Sopen05g006680.1,Sopen05g006710.3,Sopen05g006710.1,Sopen05g006710.2	SPI05g00849.1	Solyc05g011940.4.1,Solyc05g011970.3.1	SLYcer05g00807.1	Capang06g002258,Capang11g001970,Capang11g001971
OG25772	20	7	Capana06g000523,Capana11g000125,Capana05g001652	PGSC0003DMP400012657,PGSC0003DMP400012656,PGSC0003DMP400014286,PGSC0003DMP400012655,PGSC0003DMP400012654	Sopen11g027810.1,Sopen06g031340.1	SPI11g03938.1,SPI06g04918.1	Solyc11g069090.2.1,Solyc06g074940.4.1	SLYcer06g05058.1,SLYcer11g03875.1	Capang11g000120,Capang00g003866,Capang05g001333,Capang11g002251
OG25807	21	7	Capana06g003010,Capana00g002483,Capana03g003843	PGSC0003DMP400044245,PGSC0003DMP400044244,PGSC0003DMP400044246	Sopen06g003180.1,Sopen09g033110.1,Sopen09g028190.2,Sopen09g028190.1	SPI09g04607.1,SPI09g03786.1,SPI06g00305.1	Solyc09g090200.4.1,Solyc09g066460.4.1,Solyc06g008330.2.1	SLYcer06g00520.1,SLYcer09g03861.1,SLYcer09g04943.1	Capang03g003734,Capang06g002770
OG25858	21	7	Capana10g000766,Capana03g004398	PGSC0003DMP400018167,PGSC0003DMP400037686,PGSC0003DMP400040890,PGSC0003DMP400018168,PGSC0003DMP400018166	Sopen08g017660.1,Sopen10g006310.1	SPI08g04580.1,SPI10g00744.1,SPI11g03169.1	Solyc11g039810.3.1,Solyc10g017490.3.1,Solyc08g062140.1.1	SLYcer11g03099.1,SLYcer08g04681.1,SLYcer10g00875.1	Capang03g004211,Capang10g000587,Capang00g004937
OG25883	21	7	Capana08g001660,Capana12g000193,Capana07g001969	PGSC0003DMP400031789,PGSC0003DMP400030319,PGSC0003DMP400041910,PGSC0003DMP400031790,PGSC0003DMP400031788	Sopen07g029630.1,Sopen12g033710.1,Sopen01g044550.1	SPI01g07828.1,SPI07g05882.1,SPI12g05050.1	Solyc12g098960.2.1,Solyc07g056270.3.1	SLYcer07g05140.1,SLYcer12g05098.1	Capang07g001966,Capang01g004241,Capang12g000168
OG25886	21	7	Capana03g003706,Capana08g001318	PGSC0003DMP400052400,PGSC0003DMP400052399,PGSC0003DMP400039027,PGSC0003DMP400039026,PGSC0003DMP400052403,PGSC0003DMP400039025,PGSC0003DMP400052401,PGSC0003DMP400052402	Sopen01g041440.1,Sopen09g030830.1,Sopen00g008270.1	SPI01g07500.1,SPI09g04234.1	Solyc09g076000.3.1,Solyc01g097840.3.1	SLYcer09g04442.1,SLYcer01g07771.1	Capang03g003608,Capang01g003904
OG25887	21	7	Capana11g000045,Capana06g000544	PGSC0003DMP400021237,PGSC0003DMP400012707,PGSC0003DMP400021235,PGSC0003DMP400021234,PGSC0003DMP400034162,PGSC0003DMP400012705,PGSC0003DMP400021238,PGSC0003DMP400021236	Sopen11g028570.1,Sopen06g031360.1,Sopen06g031370.1	SPI11g04027.1,SPI06g04920.1	Solyc11g069710.2.1,Solyc06g074960.4.1	SLYcer06g05060.1,SLYcer11g03961.1	Capang00g003863,Capang11g000039
OG25891	21	7	Capana10g001551,Capana11g000962	PGSC0003DMP400014756,PGSC0003DMP400014758,PGSC0003DMP400011688,PGSC0003DMP400011690,PGSC0003DMP400011692,PGSC0003DMP400011691,PGSC0003DMP400011689,PGSC0003DMP400014757	Sopen10g035100.1,Sopen12g011270.1	SPI10g04410.1,SPI12g01485.1,SPI12g01486.1	Solyc10g085680.2.1,Solyc12g021280.2.1	SLYcer10g05873.1,SLYcer12g01451.1	Capang10g001323,Capang11g000887
OG25895	21	7	Capana00g004995,Capana01g001967,Capana08g001978,Capana04g001306	PGSC0003DMP400051871,PGSC0003DMP400051870,PGSC0003DMP400051872	Sopen01g047160.2,Sopen04g027480.1,Sopen01g047160.1	SPI01g08091.1,SPI04g04303.1	Solyc04g071510.3.1,Solyc01g104650.3.1	SLYcer04g04820.1,SLYcer01g07170.1	Capang04g001246,Capang01g001677,Capang12g001325,Capang11g001526,Capang01g004541
OG25896	21	7	Capana11g002084,Capana11g002167,Capana11g002165,Capana11g002333,Capana12g001537	PGSC0003DMP400007340,PGSC0003DMP400009423,PGSC0003DMP400018913,PGSC0003DMP400053971	Sopen05g001660.1	SPI05g00166.1,SPI04g03290.1,SPI04g03289.1	Solyc04g050937.1.1,Solyc05g005660.1.1	SLYcer04g03565.1,SLYcer05g00150.1,SLYcer04g03564.1	Capang11g002079,Capang12g001225,Capang11g002085
OG25967	22	7	Capana05g000105,Capana06g000981,Capana10g001196	PGSC0003DMP400055625,PGSC0003DMP400054424,PGSC0003DMP400055827,PGSC0003DMP400003905	Sopen10g027420.1,Sopen04g004450.1,Sopen06g027520.1	SPI04g00534.1,SPI06g04527.1,SPI10g03490.1	Solyc04g009330.4.1,Solyc06g071210.3.1,Solyc10g074930.1.1	SLYcer10g04996.1,SLYcer06g04667.1,SLYcer04g00558.1	Capang05g000108,Capang10g001011,Capang06g000928
OG25970	22	7	Capana00g001152,Capana08g002366	PGSC0003DMP400039766,PGSC0003DMP400011014,PGSC0003DMP400039768,PGSC0003DMP400044913,PGSC0003DMP400039769,PGSC0003DMP400039767	Sopen01g050310.1,Sopen11g020170.1,Sopen10g021360.1	SPI10g02520.1,SPI01g08425.1,SPI11g02759.1	Solyc10g050210.3.1,Solyc11g044560.3.1,Solyc01g108080.4.1	SLYcer10g04152.1,SLYcer11g02700.1,SLYcer01g08203.1	Capang01g004912,Capang11g000945
OG25998	22	7	Capana11g001057,Capana00g001149	PGSC0003DMP400055531,PGSC0003DMP400055527,PGSC0003DMP400067585,PGSC0003DMP400039352,PGSC0003DMP400055528,PGSC0003DMP400055530,PGSC0003DMP400055529	Sopen11g024390.2,Sopen11g024390.1	SPI01g00583.1,SPI11g03500.1,SPI01g00584.1	Solyc01g008870.1.1,Solyc01g008860.1.1,Solyc11g062400.2.1	SLYcer11g03426.1,SLYcer01g00548.1,SLYcer01g00549.1	Capang00g000769,Capang11g001044
OG26018	22	7	Capana10g001986,Capana09g002398	PGSC0003DMP400015612,PGSC0003DMP400048942,PGSC0003DMP400048943,PGSC0003DMP400048946,PGSC0003DMP400048947,PGSC0003DMP400048945,PGSC0003DMP400015611,PGSC0003DMP400048940,PGSC0003DMP400048944	Sopen10g032880.2,Sopen10g032880.1,Sopen09g004520.1	SPI09g00739.1,SPI10g04171.1	Solyc10g083380.2.1,Solyc09g009760.1.1	SLYcer10g05643.1,SLYcer09g00808.1	Capang10g001750,Capang00g001901
OG26047	23	7	Capana10g000278,Capana10g000271	PGSC0003DMP400018634,PGSC0003DMP400014501,PGSC0003DMP400018670	Sopen10g003800.1,Sopen10g003790.1,Sopen10g022710.1	SPI10g02781.1,SPI10g00395.1,SPI10g00397.1,SPI10g00396.1	Solyc10g051020.2.1,Solyc10g007900.4.1,Solyc10g007930.4.1,Solyc10g007890.4.1	SLYcer10g00533.1,SLYcer10g00532.1,SLYcer10g04280.1	Capang10g000184,Capang10g000181,Capang10g000182,Capang10g000180
OG26076	23	7	Capana10g000012,Capana00g004165,Capana03g003075,Capana01g001088	PGSC0003DMP400002030,PGSC0003DMP400024543,PGSC0003DMP400025340,PGSC0003DMP400002029	Sopen07g032490.1,Sopen12g001150.1,Sopen10g002290.1	SPI07g06183.1,SPI10g00234.1,SPI12g00146.1	Solyc12g005160.3.1,Solyc07g064340.3.1,Solyc10g006340.3.1	SLYcer10g00366.1,SLYcer12g00100.1,SLYcer07g05470.1	Capang10g000012,Capang03g002937,Capang00g002440
OG26085	23	7	Capana04g000076,Capana04g002408,Capana02g000366	PGSC0003DMP400017640,PGSC0003DMP400032542,PGSC0003DMP400030534,PGSC0003DMP400017639,PGSC0003DMP400032541	Sopen02g012610.1,Sopen03g006000.1,Sopen04g036120.2,Sopen04g036120.1	SPI03g00876.1,SPI02g01891.1	Solyc04g082500.4.1,Solyc02g038817.1.1,Solyc03g032150.3.1	SLYcer04g05852.1,SLYcer03g00717.1,SLYcer02g02978.1	Capang04g000066,Capang02g000309,Capang04g002124
OG26088	23	7	Capana12g001565,Capana05g000300	PGSC0003DMP400054362,PGSC0003DMP400054361,PGSC0003DMP400040829,PGSC0003DMP400040831,PGSC0003DMP400040830	Sopen04g023100.1,Sopen04g023120.1,Sopen04g006070.1	SPI04g00776.1,SPI04g00774.1,SPI04g03474.1	Solyc04g011920.3.1,Solyc04g051730.1.1,Solyc04g011940.3.1	SLYcer04g03756.1,SLYcer04g00961.1,SLYcer04g00963.1	Capang01g003451,Capang12g001304,Capang05g000252,Capang05g000253
OG26098	23	7	Capana00g004696,Capana03g000933,Capana12g001336	PGSC0003DMP400001288,PGSC0003DMP400007241,PGSC0003DMP400007242,PGSC0003DMP400042401,PGSC0003DMP400001289	Sopen03g033660.1,Sopen12g019100.1,Sopen06g026590.1	SPI12g03618.1,SPI06g04433.1,SPI03g04705.1	Solyc12g038920.2.1,Solyc06g069330.3.1,Solyc03g114590.3.1	SLYcer03g04650.1,SLYcer12g03616.1,SLYcer06g04574.1	Capang00g001092,Capang03g000872,Capang03g000846
OG26117	23	7	Capana01g001011	PGSC0003DMP400013467,PGSC0003DMP400038069,PGSC0003DMP400064379,PGSC0003DMP400038067,PGSC0003DMP400034396,PGSC0003DMP400038070,PGSC0003DMP400013468,PGSC0003DMP400034397	Sopen08g024290.1,Sopen08g024270.1,Sopen00g003410.1,Sopen00g003420.1,Sopen08g024280.1	SPI08g05663.1,SPI08g05662.1	Solyc08g075590.2.1,Solyc08g075593.1.1	SLYcer08g05779.1,SLYcer08g05778.1	Capang00g001981,Capang00g001979,Capang01g000882
OG26126	23	7	Capana02g000964,Capana02g000846,Capana03g000979,Capana03g000978	PGSC0003DMP400012311,PGSC0003DMP400012312,PGSC0003DMP400042568,PGSC0003DMP400012225,PGSC0003DMP400012307,PGSC0003DMP400042569,PGSC0003DMP400012310,PGSC0003DMP400012226	Sopen03g033250.1,Sopen02g016800.1	SPI02g02453.1,SPI03g04652.1	Solyc02g067690.3.1,Solyc03g114175.1.1	SLYcer02g03556.1,SLYcer03g04598.1	Capang02g000772,Capang03g000930,Capang02g000878
OG26127	23	7	Capana09g000526,Capana03g000884,Capana03g000886,Capana09g002324,Capana07g000347,Capana04g002056	PGSC0003DMP400014735,PGSC0003DMP400004826,PGSC0003DMP400004827	Sopen09g003580.1,Sopen10g035140.1	SPI10g04414.1,SPI09g00395.1	Solyc09g008790.4.1,Solyc10g085720.2.1	SLYcer10g05877.1,SLYcer09g00478.1	Capang07g000371,Capang07g001603,Capang00g003647,Capang09g000463,Capang03g000806,Capang09g001823
OG26148	24	7	Capana03g002824	PGSC0003DMP400040961,PGSC0003DMP400040962,PGSC0003DMP400056331,PGSC0003DMP400056333,PGSC0003DMP400024051,PGSC0003DMP400040960,PGSC0003DMP400056332	Sopen11g023760.1,Sopen03g013600.1,Sopen10g030930.1	SPI03g02420.1,SPI10g03894.1,SPI11g03451.1,SPI11g03452.1	Solyc11g061960.2.1,Solyc03g059250.3.1,Solyc11g150140.1.1,Solyc10g080390.2.1	SLYcer11g03385.1,SLYcer03g02293.1,SLYcer11g03386.1,SLYcer10g05409.1	Capang12g000741
OG26158	24	7	Capana11g000478,Capana02g001399,Capana12g001788	PGSC0003DMP400003605,PGSC0003DMP400036462,PGSC0003DMP400036730,PGSC0003DMP400022941	Sopen09g001980.1,Sopen02g006650.1,Sopen04g023670.1,Sopen02g019160.1	SPI09g00198.1,SPI02g01282.1	Solyc02g023950.3.1,Solyc09g007110.3.1,Solyc04g054200.3.1,Solyc02g070000.4.1	SLYcer02g02382.1,SLYcer02g03807.1,SLYcer09g00299.1,SLYcer04g03868.1	Capang02g001236,Capang11g000451,Capang12g001444
OG26178	24	7	Capana03g000186,Capana06g002277,Capana02g002751	PGSC0003DMP400006310,PGSC0003DMP400041202,PGSC0003DMP400041203,PGSC0003DMP400004426,PGSC0003DMP400006311	Sopen03g040320.2,Sopen03g040320.1,Sopen06g017700.1,Sopen02g029410.1	SPI03g05412.1,SPI02g03795.1,SPI06g03452.1	Solyc03g121510.4.1,Solyc06g051750.3.1,Solyc02g084740.4.1	SLYcer02g04872.1,SLYcer03g05374.1,SLYcer06g03541.1	Capang06g002134,Capang03g000177,Capang02g002471
OG26185	24	7	Capana05g001412,Capana11g002155,Capana09g002302	PGSC0003DMP400005185,PGSC0003DMP400005184,PGSC0003DMP400013310,PGSC0003DMP400005183,PGSC0003DMP400013311,PGSC0003DMP400022995	Sopen05g006200.2,Sopen05g006200.1,Sopen04g001960.1,Sopen09g003440.1	SPI04g04802.1,SPI05g00752.1,SPI04g00248.1	Solyc04g005910.3.1,Solyc05g010400.3.1,Solyc09g008640.1.1	SLYcer04g00275.1,SLYcer05g00724.1	Capang05g001112,Capang11g002069,Capang09g001805
OG26202	24	7	Capana10g001051,Capana02g001099,Capana01g003355,Capana01g001481	PGSC0003DMP400041720,PGSC0003DMP400002994,PGSC0003DMP400002995	Sopen10g025770.1,Sopen01g032460.1,Sopen01g002430.1	SPI01g06538.1,SPI01g04353.1,SPI01g00335.1	Solyc10g024490.2.1,Solyc01g006440.2.1,Solyc01g080870.3.1	SLYcer01g00316.1,SLYcer10g01465.1,SLYcer01g06255.1	Capang01g001293,Capang00g005029,Capang08g000303,Capang02g001000,Capang10g000867
OG26258	25	7	Capana12g002134,Capana05g000598	PGSC0003DMP400026802,PGSC0003DMP400009669,PGSC0003DMP400021139,PGSC0003DMP400001888,PGSC0003DMP400052975,PGSC0003DMP400001890,PGSC0003DMP400036067	Sopen07g007280.1,Sopen03g026290.1,Sopen06g033300.1,Sopen03g029140.1	SPI06g05135.1,SPI03g04225.1	Solyc03g098400.2.1,Solyc06g076910.3.1,Solyc03g096190.2.1,Solyc07g018180.3.1	SLYcer03g03844.1,SLYcer06g05246.1,SLYcer03g04163.1	Capang03g000581,Capang05g000509,Capang12g001823
OG26556	29	7	Capana02g003148,Capana02g003149,Capana02g003150,Capana03g004616	PGSC0003DMP400049921,PGSC0003DMP400017841,PGSC0003DMP400017843,PGSC0003DMP400010772,PGSC0003DMP400017845,PGSC0003DMP400017844,PGSC0003DMP400010774,PGSC0003DMP400017840	Sopen02g034980.1,Sopen02g034960.1,Sopen02g034990.1	SPI02g04356.1,SPI02g04357.1,SPI02g04358.1	Solyc02g090300.3.1,Solyc09g098610.2.1,Solyc02g090290.3.1	SLYcer02g05433.1,SLYcer02g05434.1,SLYcer09g04797.1	Capang03g004419,Capang02g002857,Capang00g001229,Capang02g002855,Capang02g002856
OG26583	30	7	Capana04g001383,Capana06g002309,Capana06g002349,Capana06g002072	PGSC0003DMP400029126,PGSC0003DMP400050715,PGSC0003DMP400001527,PGSC0003DMP400050716,PGSC0003DMP400029125,PGSC0003DMP400047996	Sopen06g014840.1,Sopen04g027110.1,Sopen07g027590.1,Sopen06g018410.1	SPI04g04260.1,SPI06g03100.1,SPI06g03526.1,SPI06g03177.1	Solyc06g049040.4.1,Solyc04g071160.3.1,Solyc06g048630.3.1,Solyc06g053350.3.1	SLYcer06g03617.1,SLYcer06g03197.1,SLYcer06g03272.1,SLYcer04g04779.1	Capang04g001317,Capang06g001952,Capang06g001914,Capang06g002183
OG26594	30	7	Capana00g001292,Capana07g002063,Capana02g001183,Capana07g000115,Capana07g000090,Capana07g000120	PGSC0003DMP400019808,PGSC0003DMP400031095,PGSC0003DMP400019702,PGSC0003DMP400024460,PGSC0003DMP400023348,PGSC0003DMP400024315,PGSC0003DMP400019807,PGSC0003DMP400012576	Sopen12g001440.1,Sopen07g030450.1,Sopen04g001380.1	SPI12g00178.1,SPI04g00187.1,SPI07g05975.1	Solyc12g005450.1.1,Solyc04g005390.3.1,Solyc07g062170.3.1	SLYcer04g00216.1,SLYcer12g00132.1,SLYcer07g05251.1	Capang07g000144,Capang00g003232,Capang07g000127,Capang07g002099
OG26623	31	7	Capana04g000533,Capana08g001575,Capana00g002620	PGSC0003DMP400024745,PGSC0003DMP400014110,PGSC0003DMP400042941,PGSC0003DMP400014109,PGSC0003DMP400024744,PGSC0003DMP400024746,PGSC0003DMP400024747,PGSC0003DMP400042942,PGSC0003DMP400024748	Sopen00g009010.1,Sopen05g004800.1,Sopen07g012250.1,Sopen04g032730.1	SPI01g07732.1,SPI04g05015.1,SPI05g00585.1,SPI07g03183.1	Solyc07g024020.2.1,Solyc01g100110.4.1,Solyc05g009070.4.1,Solyc04g079120.3.1	SLYcer07g01835.1,SLYcer04g05518.1,SLYcer05g00550.1,SLYcer01g07540.1	Capang01g000814,Capang01g004122,Capang04g000488
OG26632	31	7	Capana01g003359,Capana01g000832,Capana06g001562,Capana06g002433	PGSC0003DMP400046672,PGSC0003DMP400046671,PGSC0003DMP400003270,PGSC0003DMP400035613,PGSC0003DMP400041994,PGSC0003DMP400019220,PGSC0003DMP400003269	Sopen12g002400.1,Sopen10g003760.1,Sopen01g032490.1	SPI10g00392.1,SPI12g00299.1,SPI01g06541.1,SPI08g00307.1	Solyc08g007050.2.1,Solyc12g006460.2.1,Solyc01g080900.4.1,Solyc10g007860.3.1	SLYcer12g00264.1,SLYcer01g06258.1,SLYcer08g00370.1,SLYcer10g00528.1	Capang08g001230,Capang06g002253,Capang06g002261,Capang08g000294,Capang06g001476
OG26653	32	7	Capana09g000252,Capana01g001620,Capana09g000254,Capana01g001581,Capana01g001580,Capana09g000273,Capana09g000242	PGSC0003DMP400052091,PGSC0003DMP400007094,PGSC0003DMP400068101,PGSC0003DMP400055133	Sopen01g002500.1,Sopen01g009210.1,Sopen01g002580.1,Sopen01g002510.1	SPI01g01873.1,SPI01g00344.1,SPI01g01914.1,SPI01g01890.1	Solyc01g006530.1.1,Solyc01g014550.3.1,Solyc01g006520.3.1,Solyc01g014520.1.1,Solyc01g006590.3.1,Solyc01g014510.2.1	SLYcer01g00325.1,SLYcer01g01791.1,SLYcer01g00334.1,SLYcer01g01809.1,SLYcer01g01833.1	Capang01g001359,Capang01g001348
OG26714	33	7	Capana03g003724,Capana03g003725,Capana12g001989,Capana03g002330,Capana03g002331	PGSC0003DMP400032146,PGSC0003DMP400032145,PGSC0003DMP400007096,PGSC0003DMP400007131,PGSC0003DMP400032151,PGSC0003DMP400007093,PGSC0003DMP400055135,PGSC0003DMP400007130,PGSC0003DMP400055136	Sopen09g030710.1,Sopen09g030720.1,Sopen03g021160.1,Sopen03g021150.1,Sopen11g001590.1,Sopen09g030750.1	SPI09g04225.1,SPI11g00310.1,SPI03g03154.1	Solyc09g075910.1.1,Solyc03g078370.1.1,Solyc11g005630.1.1,Solyc03g078360.1.1,Solyc09g075920.1.1	SLYcer09g04434.1,SLYcer09g04433.1,SLYcer11g00153.1	Capang03g003617,Capang03g002240
OG26721	33	7	Capana12g002651,Capana08g002051,Capana08g002050,Capana05g001759,Capana08g002055,Capana05g001760,Capana08g002054	PGSC0003DMP400028338,PGSC0003DMP400029348,PGSC0003DMP400022199	Sopen11g004890.1,Sopen05g029950.1,Sopen01g047930.1,Sopen01g047920.1,Sopen01g047950.1,Sopen05g029960.1	SPI05g04418.1,SPI11g00672.1,SPI01g08170.1	Solyc11g009100.2.1,Solyc05g051530.4.1,Solyc01g105387.1.1,Solyc01g105450.4.1	SLYcer11g00530.1,SLYcer10g02545.1,SLYcer01g07932.1,SLYcer01g07927.1	Capang12g002291,Capang01g004609,Capang05g001436,Capang01g004614,Capang01g004612,Capang05g001438
OG26726	33	7	Capana01g002710,Capana04g000919,Capana12g000810,Capana03g002229,Capana08g001875	PGSC0003DMP400012106,PGSC0003DMP400027704,PGSC0003DMP400022855,PGSC0003DMP400027702,PGSC0003DMP400027701,PGSC0003DMP400043179	Sopen01g034930.1,Sopen01g046190.1,Sopen00g003220.1,Sopen03g004290.2,Sopen03g004290.1	SPI04g04587.1,SPI03g00646.1,SPI01g06805.1,SPI01g07984.1	Solyc01g088050.3.1,Solyc04g075000.1.1,Solyc03g025450.4.1	SLYcer01g07278.1,SLYcer03g00427.1,SLYcer01g06538.1,SLYcer04g05110.1	Capang11g001064,Capang01g004436,Capang01g002358,Capang12g000688,Capang03g002127,Capang04g000879
OG26815	36	7	Capana01g001685,Capana03g004108,Capana08g002174	PGSC0003DMP400007802,PGSC0003DMP400007800,PGSC0003DMP400007801,PGSC0003DMP400007797,PGSC0003DMP400052502,PGSC0003DMP400052506,PGSC0003DMP400064078,PGSC0003DMP400007809,PGSC0003DMP400069317	Sopen10g018110.1,Sopen03g007550.1,Sopen01g048540.1	SPI10g02138.1,SPI10g02089.1,SPI03g01231.1,SPI10g02155.1,SPI10g02156.1,SPI01g08236.1,SPI10g02103.1	Solyc03g043710.1.1,Solyc01g106160.3.1,Solyc10g047700.3.1,Solyc10g047810.3.1,Solyc10g047680.3.1	SLYcer10g03757.1,SLYcer10g03794.1,SLYcer10g03793.1,SLYcer03g01032.1,SLYcer10g03745.1	Capang01g004720,Capang03g003959,Capang01g001391,Capang04g001911
OG26828	36	7	Capana02g002302,Capana00g003859,Capana02g002915	PGSC0003DMP400034718,PGSC0003DMP400034280,PGSC0003DMP400034281,PGSC0003DMP400015985,PGSC0003DMP400018583,PGSC0003DMP400054808,PGSC0003DMP400034274,PGSC0003DMP400034719,PGSC0003DMP400053339,PGSC0003DMP400018572,PGSC0003DMP400034283,PGSC0003DMP400034282	Sopen01g004030.1,Sopen02g026120.1,Sopen03g023240.1,Sopen02g036430.1,Sopen02g026140.1	SPI02g03431.1,SPI01g00543.1,SPI02g03429.1,SPI02g04498.1,SPI03g03438.1	Solyc02g081500.3.1,Solyc02g091860.3.1,Solyc02g081480.4.1,Solyc03g083470.3.1	SLYcer03g03355.1,SLYcer01g00512.1,SLYcer02g04535.1,SLYcer02g05582.1	Capang00g003343,Capang01g002663,Capang02g002060
OG26852	37	7	Capana06g002474,Capana04g002883,Capana03g002082,Capana07g000478,Capana04g000608,Capana04g001884	PGSC0003DMP400052589,PGSC0003DMP400005946,PGSC0003DMP400050355,PGSC0003DMP400050356,PGSC0003DMP400023684	Sopen03g001140.1,Sopen06g012450.1,Sopen04g032020.1,Sopen11g008800.1,Sopen03g003720.1	SPI04g04949.1,SPI11g01109.1,SPI06g02759.1,SPI03g00593.1,SPI03g00199.1	Solyc03g005130.3.1,Solyc11g013880.1.1,Solyc03g007790.3.1,Solyc06g036470.3.1,Solyc04g078410.4.1	SLYcer06g02958.1,SLYcer03g00036.1,SLYcer11g00981.1,SLYcer03g00358.1,SLYcer04g05451.1	Capang04g000555,Capang07g000524,Capang00g002315,Capang06g002291,Capang07g001052,Capang03g001967
OG26906	39	7	Capana00g000942,Capana06g002115,Capana01g000056,Capana02g003501,Capana06g001076,Capana03g000569	PGSC0003DMP400021419,PGSC0003DMP400025019,PGSC0003DMP400025017,PGSC0003DMP400025018,PGSC0003DMP400050390,PGSC0003DMP400028536	Sopen06g018840.1,Sopen03g036700.1,Sopen08g031260.1,Sopen06g025850.1,Sopen02g031560.1,Sopen08g004390.1,Sopen06g025850.2	SPI06g03570.1,SPI02g04027.1,SPI03g05028.1,SPI06g04352.1	Solyc03g117790.2.1,Solyc06g068590.4.1,Solyc08g083040.4.1,Solyc06g053730.1.1,Solyc02g086790.4.1,Solyc08g008550.4.1	SLYcer02g05089.1,SLYcer03g04973.1,SLYcer06g04492.1,SLYcer06g03661.1	Capang02g003224,Capang08g001332,Capang01g000048,Capang06g001945,Capang06g001033,Capang03g000521
OG26950	41	7	Capana02g000725,Capana08g002421,Capana03g001919,Capana10g002461,Capana02g003127,Capana08g001102	PGSC0003DMP400017807,PGSC0003DMP400005804,PGSC0003DMP400014703,PGSC0003DMP400017808,PGSC0003DMP400001460,PGSC0003DMP400001461,PGSC0003DMP400044738	Sopen01g050620.1,Sopen10g029050.1,Sopen05g015230.1,Sopen02g035180.1,Sopen03g022230.1,Sopen01g040100.1	SPI02g02248.1,SPI10g03686.1,SPI02g04377.1,SPI01g08457.1,SPI01g07357.1	Solyc10g078390.3.1,Solyc03g082500.4.1,Solyc01g108400.3.1,Solyc02g065070.3.1,Solyc02g090510.3.1,Solyc01g096350.3.1	SLYcer01g08235.1,SLYcer02g05455.1,SLYcer10g05202.1,SLYcer01g07916.1,SLYcer02g03360.1	Capang03g001828,Capang10g002225,Capang01g003687,Capang02g000628,Capang02g002836,Capang01g004960
OG26973	42	7	Capana00g002882,Capana11g002188,Capana03g000276,Capana01g001958,Capana08g000757,Capana05g001267	PGSC0003DMP400028018,PGSC0003DMP400004510,PGSC0003DMP400025579,PGSC0003DMP400025578,PGSC0003DMP400004511,PGSC0003DMP400017893,PGSC0003DMP400043552,PGSC0003DMP400013218,PGSC0003DMP400043551	Sopen01g005590.1,Sopen08g022110.1,Sopen04g001980.1,Sopen05g005910.1,Sopen03g039580.2,Sopen02g034460.1,Sopen03g039580.1	SPI05g00706.1,SPI04g00253.1,SPI03g05337.1,SPI02g04311.1	Solyc08g068250.4.1,Solyc03g120760.4.1,Solyc05g010140.3.1,Solyc04g006930.3.1,Solyc01g010030.3.1	SLYcer04g00280.1,SLYcer03g05297.1,SLYcer05g00674.1,SLYcer01g00817.1,SLYcer02g05386.1,SLYcer08g05251.1	Capang03g000265,Capang01g003359,Capang11g002098,Capang05g001104,Capang01g001710
