OG	Query_species	Target_species	Query_accession	Target_accession	Query_length	Target_length	Alignment_length	Bit_score	Evalue	Normalized_bit_score
OG25772	Tomato	S. pimp	Solyc06g074940.4.1	SPI06g04918.1	653	641	641	1105.0	0.0	1.7072637269962467
OG25772	S. Pennelli	Tomato	Sopen11g027810.1	Solyc11g069090.2.1	601	602	601	1145.0	0.0	1.905239606193443
OG25772	Dom. pepper	S. pimp	Capana11g000125	SPI11g03938.1	688	601	601	1093.0	0.0	1.7051026873814958
OG25772	Dom. pepper	Tomato Cherry	Capana11g000125	SLYcer11g03875.1	688	601	601	1093.0	0.0	1.7051026873814958
OG25772	Dom. pepper	S. Pennelli	Capana11g000125	Sopen11g027810.1	688	601	601	1093.0	0.0	1.703649199009403
OG25772	S. Pennelli	Tomato	Sopen06g031340.1	Solyc06g074940.4.1	603	653	603	1117.0	0.0	1.7823148169311684
OG25772	Potato	Tomato	PGSC0003DMP400014286	Solyc11g069090.2.1	602	602	602	1125.0	0.0	1.87624584717608
OG25772	Wild pepper	S. Pennelli	Capang11g000120	Sopen11g027810.1	688	601	601	1093.0	0.0	1.703649199009403
OG25772	Tomato	S. pimp	Solyc06g074940.4.1	SPI11g03938.1	653	601	561	1015.0	0.0	1.6239052829255987
OG25772	Wild pepper	S. pimp	Capang11g002251	SPI11g03938.1	344	601	344	630.0	9.4e-227	1.4398241303254267
OG25772	Wild pepper	Tomato	Capang11g002251	Solyc06g074940.4.1	344	653	344	672.0	1.61e-242	1.4869319598276292
OG25772	S. pimp	Wild pepper	SPI06g04918.1	Capang00g003866	641	602	640	1082.0	0.0	1.744224918498401
OG25772	Potato	Tomato	PGSC0003DMP400012654	Solyc06g074940.4.1	473	653	473	919.0	0.0	1.6740770358954769
OG25772	Potato	Dom. pepper	PGSC0003DMP400012654	Capana06g000523	473	602	471	914.0	0.0	1.7263666565992146
OG25772	Tomato Cherry	Dom. pepper	SLYcer11g03875.1	Capana06g000523	601	602	602	1025.0	0.0	1.7024104344365152
OG25772	Potato	Tomato Cherry	PGSC0003DMP400014286	SLYcer11g03875.1	602	601	601	1113.0	0.0	1.8570198616923068
OG25772	Dom. pepper	S. pimp	Capana06g000523	SPI11g03938.1	602	601	602	1023.0	0.0	1.7024104344365152
OG25772	Tomato	Tomato Cherry	Solyc06g074940.4.1	SLYcer06g05058.1	653	603	603	1123.0	0.0	1.790289237833294
OG25772	Dom. pepper	S. Pennelli	Capana06g000523	Sopen06g031340.1	602	603	602	1108.0	0.0	1.8373442863203362
OG25772	Potato	S. Pennelli	PGSC0003DMP400012654	Sopen06g031340.1	473	603	472	924.0	0.0	1.7407991753705048
OG25772	Tomato	Potato	Solyc06g074940.4.1	PGSC0003DMP400012654	653	473	473	918.0	0.0	1.6740770358954769
OG25772	S. Pennelli	S. pimp	Sopen06g031340.1	SPI11g03938.1	603	601	602	1023.0	0.0	1.7026569868350978
OG25772	S. Pennelli	S. pimp	Sopen06g031340.1	SPI06g04918.1	603	641	641	1107.0	0.0	1.7814049875427853
OG25772	S. Pennelli	Dom. pepper	Sopen06g031340.1	Capana06g000523	603	602	602	1106.0	0.0	1.8373442863203362
OG25772	Wild pepper	Dom. pepper	Capang11g002251	Capana06g000523	344	602	344	693.0	8.46e-252	1.5813953488372094
OG25772	Tomato	Dom. pepper	Solyc06g074940.4.1	Capana06g000523	653	602	602	1093.0	0.0	1.7454795907465162
OG25772	Wild pepper	Tomato	Capang00g003866	Solyc06g074940.4.1	602	653	602	1094.0	0.0	1.7454795907465162
OG25772	Potato	Wild pepper	PGSC0003DMP400014286	Capang00g003866	602	602	602	1013.0	0.0	1.6877076411960132
OG25772	Tomato	Wild pepper	Solyc11g069090.2.1	Capang00g003866	602	602	602	1025.0	0.0	1.7009966777408638
OG25772	Wild pepper	Tomato	Capang00g003866	Solyc11g069090.2.1	602	602	602	1023.0	0.0	1.7009966777408638
OG25772	S. pimp	Tomato Cherry	SPI06g04918.1	SLYcer06g05058.1	641	603	641	1113.0	0.0	1.7902802679271348
OG25772	Potato	Wild pepper	PGSC0003DMP400012654	Capang00g003866	473	602	471	914.0	0.0	1.7263666565992146
OG25772	Tomato	S. Pennelli	Solyc06g074940.4.1	Sopen06g031340.1	653	603	603	1118.0	0.0	1.7823148169311684
OG25772	Wild pepper	S. pimp	Capang00g003866	SPI06g04918.1	602	641	640	1084.0	0.0	1.744224918498401
OG25772	S. Pennelli	Wild pepper	Sopen11g027810.1	Capang00g003866	601	602	602	1025.0	0.0	1.7049062747027381
OG25772	Potato	S. Pennelli	PGSC0003DMP400012655	Sopen06g031340.1	316	603	315	621.0	2.2800000000000003e-223	1.497520309843189
OG25772	Potato	S. Pennelli	PGSC0003DMP400012656	Sopen06g031340.1	604	603	603	1118.0	0.0	1.8533560124323196
OG25772	Potato	S. Pennelli	PGSC0003DMP400012657	Sopen06g031340.1	473	603	472	924.0	0.0	1.7407991753705048
OG25772	Wild pepper	S. Pennelli	Capang05g001333	Sopen11g027810.1	601	601	603	974.0	0.0	1.6164725457570714
OG25772	Dom. pepper	Wild pepper	Capana05g001652	Capang11g002251	180	344	199	234.0	1.8100000000000002e-77	0.9817829457364342
OG25772	Tomato	Wild pepper	Solyc06g074940.4.1	Capang00g003866	653	602	602	1093.0	0.0	1.7454795907465162
OG25772	Wild pepper	Dom. pepper	Capang05g001333	Capana06g000523	601	602	604	899.0	0.0	1.49043814019823
OG25772	Wild pepper	Dom. pepper	Capang05g001333	Capana11g000125	601	688	605	996.0	0.0	1.5474644971559028
OG25772	Potato	Wild pepper	PGSC0003DMP400012654	Capang11g002251	473	344	344	675.0	2.17e-246	1.6967494714587739
OG25772	Potato	Wild pepper	PGSC0003DMP400012655	Capang11g002251	316	344	306	595.0	1.06e-217	1.8110281130409185
OG25772	Tomato	S. pimp	Solyc11g069090.2.1	SPI11g03938.1	602	601	601	1135.0	0.0	1.8869505972880196
OG25772	Wild pepper	Tomato Cherry	Capang05g001333	SLYcer11g03875.1	601	601	604	970.0	0.0	1.6106489184692179
OG25772	S. Pennelli	Wild pepper	Sopen11g027810.1	Capang11g000120	601	688	601	1093.0	0.0	1.703649199009403
OG25772	S. Pennelli	S. pimp	Sopen11g027810.1	SPI11g03938.1	601	601	601	1133.0	0.0	1.8868552412645592
OG25772	S. pimp	Dom. pepper	SPI11g03938.1	Capana11g000125	601	688	601	1095.0	0.0	1.7051026873814958
OG25772	S. pimp	S. Pennelli	SPI06g04918.1	Sopen06g031340.1	641	603	641	1107.0	0.0	1.7814049875427853
OG25772	S. pimp	Dom. pepper	SPI11g03938.1	Capana06g000523	601	602	602	1025.0	0.0	1.7024104344365152
OG25772	Potato	Dom. pepper	PGSC0003DMP400014286	Capana11g000125	602	688	601	1078.0	0.0	1.684593023255814
OG25772	Potato	Tomato	PGSC0003DMP400012654	Solyc11g069090.2.1	473	602	471	849.0	4.97e-311	1.6057837511325883
OG25772	Tomato Cherry	Wild pepper	SLYcer06g05058.1	Capang00g003866	603	602	602	1100.0	0.0	1.8282149606342595
OG25772	Tomato	Potato	Solyc06g074940.4.1	PGSC0003DMP400012656	653	604	604	1106.0	0.0	1.7616578603085098
OG25772	S. Pennelli	Tomato Cherry	Sopen11g027810.1	SLYcer11g03875.1	601	601	601	1133.0	0.0	1.8868552412645592
OG25772	Potato	Wild pepper	PGSC0003DMP400012657	Capang11g002251	473	344	344	675.0	2.17e-246	1.6967494714587739
OG25772	Tomato Cherry	S. pimp	SLYcer06g05058.1	SPI06g04918.1	603	641	641	1112.0	0.0	1.7902802679271348
OG25772	Tomato	Potato	Solyc06g074940.4.1	PGSC0003DMP400012657	653	473	473	918.0	0.0	1.6740770358954769
OG25772	Tomato	Wild pepper	Solyc11g069090.2.1	Capang11g000120	602	688	601	1095.0	0.0	1.7035921926910298
OG25772	Wild pepper	Potato	Capang00g003866	PGSC0003DMP400012656	602	604	602	1109.0	0.0	1.837481573562738
OG25772	Potato	Tomato Cherry	PGSC0003DMP400012656	SLYcer06g05058.1	604	603	603	1113.0	0.0	1.8442431880333432
OG25772	Wild pepper	S. pimp	Capang00g003866	SPI11g03938.1	602	601	602	1023.0	0.0	1.7024104344365152
OG25772	S. pimp	Tomato Cherry	SPI11g03938.1	SLYcer11g03875.1	601	601	601	1135.0	0.0	1.8885191347753745
OG25772	Dom. pepper	Tomato	Capana11g000125	Solyc11g069090.2.1	688	602	601	1093.0	0.0	1.7035921926910298
OG25772	Tomato Cherry	Potato	SLYcer06g05058.1	PGSC0003DMP400012656	603	604	603	1113.0	0.0	1.8442431880333432
OG25772	Wild pepper	Dom. pepper	Capang11g000120	Capana11g000125	688	688	688	1312.0	0.0	1.9069767441860466
OG25772	Potato	Tomato Cherry	PGSC0003DMP400012654	SLYcer06g05058.1	473	603	472	918.0	0.0	1.7305386387302388
OG25772	Tomato	Potato	Solyc11g069090.2.1	PGSC0003DMP400014286	602	602	602	1134.0	0.0	1.87624584717608
OG25772	S. pimp	Tomato	SPI06g04918.1	Solyc06g074940.4.1	641	653	641	1104.0	0.0	1.7072637269962467
OG25772	Wild pepper	S. pimp	Capang11g000120	SPI11g03938.1	688	601	601	1093.0	0.0	1.7051026873814958
OG25772	S. Pennelli	Potato	Sopen06g031340.1	PGSC0003DMP400012656	603	604	603	1119.0	0.0	1.8533560124323196
OG25772	Dom. pepper	Wild pepper	Capana06g000523	Capang00g003866	602	602	602	1135.0	0.0	1.8853820598006645
OG25772	Dom. pepper	Potato	Capana11g000125	PGSC0003DMP400014286	688	602	601	1085.0	0.0	1.684593023255814
OG25772	Potato	Wild pepper	PGSC0003DMP400012656	Capang00g003866	604	602	602	1107.0	0.0	1.837481573562738
OG25772	Potato	Tomato	PGSC0003DMP400012656	Solyc06g074940.4.1	604	653	604	1105.0	0.0	1.7616578603085098
OG25772	Wild pepper	S. Pennelli	Capang11g002251	Sopen06g031340.1	344	603	344	677.0	4.530000000000001e-245	1.5410110301207143
OG25772	Potato	Wild pepper	PGSC0003DMP400014286	Capang11g000120	602	688	601	1078.0	0.0	1.684593023255814
OG25772	Dom. pepper	Tomato Cherry	Capana06g000523	SLYcer06g05058.1	602	603	602	1103.0	0.0	1.8282149606342595
OG25772	Potato	Tomato Cherry	PGSC0003DMP400012655	SLYcer06g05058.1	316	603	315	615.0	1.96e-221	1.4830515145790035
OG25772	Potato	Dom. pepper	PGSC0003DMP400014286	Capana06g000523	602	602	602	1013.0	0.0	1.6877076411960132
OG25772	S. Pennelli	Tomato Cherry	Sopen06g031340.1	SLYcer06g05058.1	603	603	603	1126.0	0.0	1.8673300165837479
OG25772	Tomato Cherry	Dom. pepper	SLYcer06g05058.1	Capana06g000523	603	602	602	1100.0	0.0	1.8282149606342595
OG25772	Dom. pepper	Potato	Capana06g000523	PGSC0003DMP400012656	602	604	602	1109.0	0.0	1.837481573562738
OG25772	Wild pepper	Tomato Cherry	Capang11g000120	SLYcer11g03875.1	688	601	601	1093.0	0.0	1.7051026873814958
OG25772	Potato	S. pimp	PGSC0003DMP400014286	SPI11g03938.1	602	601	601	1113.0	0.0	1.8570198616923068
OG25772	Potato	Tomato Cherry	PGSC0003DMP400012657	SLYcer06g05058.1	473	603	472	918.0	0.0	1.7305386387302388
OG25772	Tomato Cherry	Tomato	SLYcer11g03875.1	Solyc11g069090.2.1	601	602	601	1135.0	0.0	1.8869505972880196
OG25772	Wild pepper	Tomato Cherry	Capang11g002251	SLYcer06g05058.1	344	603	344	672.0	3.9099999999999996e-243	1.5295976512784912
OG25772	Tomato Cherry	Potato	SLYcer11g03875.1	PGSC0003DMP400014286	601	602	601	1121.0	0.0	1.8570198616923068
OG25772	Tomato Cherry	S. Pennelli	SLYcer11g03875.1	Sopen11g027810.1	601	601	601	1135.0	0.0	1.8868552412645592
OG25772	Potato	Wild pepper	PGSC0003DMP400012657	Capang00g003866	473	602	471	914.0	0.0	1.7263666565992146
OG25772	Tomato	Tomato Cherry	Solyc11g069090.2.1	SLYcer11g03875.1	602	601	601	1135.0	0.0	1.8869505972880196
OG25772	Potato	Tomato	PGSC0003DMP400012655	Solyc11g069090.2.1	316	602	314	570.0	7.98e-204	1.3800674965305522
OG25838	Tomato	S. Pennelli	Solyc07g025140.4.1	Sopen07g012650.1	464	443	443	701.0	5.989999999999999e-255	1.5465843192963338
OG25838	Tomato Cherry	Dom. pepper	SLYcer07g01899.1	Capana04g000459	442	440	415	405.0	6.43e-139	0.9195032908268201
OG25838	Wild pepper	Tomato	Capang07g000719	Solyc07g025140.4.1	429	464	416	597.0	1.8e-214	1.3367921589904348
OG25838	Wild pepper	S. pimp	Capang07g000719	SPI07g03247.1	429	442	416	597.0	1.13e-214	1.3688125599890306
OG25838	Dom. pepper	Wild pepper	Capana07g000694	Capang07g000719	231	429	231	331.0	1.36e-113	1.1022311022311022
OG25838	Potato	Tomato	PGSC0003DMP400011547	Solyc07g025140.4.1	447	464	444	644.0	7.159999999999999e-233	1.4154420273084933
OG25838	S. pimp	Tomato	SPI12g04682.1	Solyc12g088980.2.1	283	407	272	424.0	2.04e-149	1.266467559753779
OG25838	Dom. pepper	S. pimp	Capana07g000694	SPI12g04682.1	231	283	212	181.0	1.2700000000000002e-56	0.7115628776406162
OG25838	Potato	Tomato	PGSC0003DMP400005983	Solyc04g079700.3.1	431	445	430	615.0	4.9300000000000004e-222	1.3963476628692093
OG25838	Wild pepper	Tomato Cherry	Capang12g000570	SLYcer12g04723.1	401	283	266	347.0	3.62e-119	1.0469894169170713
OG25838	Potato	Wild pepper	PGSC0003DMP400027070	Capang12g000570	408	401	401	536.0	6.1400000000000004e-192	1.3251919221553958
OG25838	Potato	Wild pepper	PGSC0003DMP400011547	Capang07g000719	447	429	434	626.0	2.7900000000000002e-226	1.4331831479482486
OG25838	S. pimp	S. Pennelli	SPI07g03247.1	Sopen07g012650.1	442	443	443	701.0	2.53e-255	1.5841828136012175
OG25838	Potato	Dom. pepper	PGSC0003DMP400027070	Capana12g000687	408	402	401	536.0	9.350000000000001e-192	1.3235294117647058
OG25838	Tomato	Potato	Solyc12g088980.2.1	PGSC0003DMP400027070	407	408	409	603.0	7.7e-218	1.4822138314785374
OG25838	Dom. pepper	S. pimp	Capana04g000459	SPI04g05061.1	440	444	443	545.0	4.2900000000000005e-194	1.231920556920557
OG25838	S. pimp	Tomato	SPI04g05061.1	Solyc04g079700.3.1	444	445	444	684.0	6.749999999999999e-249	1.5399357222390928
OG25838	S. pimp	Dom. pepper	SPI07g03247.1	Capana04g000459	442	440	415	406.0	1.6e-139	0.9229020979020979
OG25838	Potato	Wild pepper	PGSC0003DMP400005983	Capang04g000428	431	440	432	543.0	1.55e-193	1.241175384939886
OG25838	Tomato	Tomato Cherry	Solyc07g025140.4.1	SLYcer07g01899.1	464	442	442	696.0	5.01e-253	1.5384079029489781
OG25838	Tomato Cherry	S. pimp	SLYcer12g04723.1	SPI12g04682.1	283	283	283	445.0	1.56e-159	1.5724381625441697
OG25838	Dom. pepper	Wild pepper	Capana04g000459	Capang04g000428	440	440	440	711.0	1.0500000000000001e-259	1.615909090909091
OG25838	S. Pennelli	Wild pepper	Sopen04g033250.1	Capang04g000428	444	440	446	542.0	7.23e-193	1.2285217035217035
OG25838	Wild pepper	S. Pennelli	Capang12g000570	Sopen12g030880.1	401	309	303	375.0	1.7e-129	1.0743771638864006
OG25838	Tomato Cherry	Wild pepper	SLYcer12g04723.1	Capang12g000570	283	401	266	348.0	1.28e-119	1.0469894169170713
OG25838	Dom. pepper	Wild pepper	Capana12g000687	Capang12g000570	402	401	401	602.0	6.74e-218	1.4993796603019813
OG25838	S. pimp	Potato	SPI04g05061.1	PGSC0003DMP400005983	444	431	430	609.0	1.93e-219	1.4024424656675236
OG25838	Tomato Cherry	S. Pennelli	SLYcer12g04723.1	Sopen12g030880.1	283	309	273	423.0	2.95e-150	1.4300490582867336
OG25838	Potato	Tomato Cherry	PGSC0003DMP400027070	SLYcer12g04723.1	408	283	272	417.0	2.3e-146	1.249004018568558
OG25838	Tomato	S. Pennelli	Solyc12g088980.2.1	Sopen12g030880.1	407	309	309	449.0	1.52e-158	1.2781342684255306
OG25838	Tomato Cherry	S. pimp	SLYcer04g05565.1	SPI04g05061.1	444	444	444	685.0	4.4599999999999996e-249	1.5416666666666665
OG25838	S. Pennelli	Tomato Cherry	Sopen12g030880.1	SLYcer12g04723.1	309	283	273	422.0	4.1699999999999996e-150	1.4300490582867336
OG25838	S. Pennelli	Wild pepper	Sopen07g012650.1	Capang07g000719	443	429	417	595.0	7.0899999999999995e-214	1.3672880918930579
OG25838	S. pimp	Tomato Cherry	SPI04g05061.1	SLYcer04g05565.1	444	444	444	684.0	9.1e-249	1.5416666666666665
OG25838	S. pimp	S. Pennelli	SPI04g05061.1	Sopen04g033250.1	444	444	444	675.0	4.48e-245	1.519144144144144
OG25838	Potato	S. pimp	PGSC0003DMP400011547	SPI07g03247.1	447	442	444	644.0	4.43e-233	1.4499832973974307
OG25838	Tomato Cherry	Wild pepper	SLYcer04g05565.1	Capang04g000428	444	440	446	541.0	1.45e-192	1.2240069615069615
OG25838	Wild pepper	Potato	Capang07g000719	PGSC0003DMP400011547	429	447	434	629.0	4.8e-227	1.4331831479482486
OG25838	Tomato Cherry	Dom. pepper	SLYcer12g04723.1	Capana12g000687	283	402	266	347.0	2.75e-119	1.0428994602956947
OG25838	Wild pepper	Dom. pepper	Capang07g000719	Capana07g000694	429	231	231	331.0	3.71e-113	1.1022311022311022
OG25838	Dom. pepper	Tomato Cherry	Capana04g000459	SLYcer04g05565.1	440	444	443	543.0	3.54e-193	1.228531941031941
OG25838	Dom. pepper	Potato	Capana07g000694	PGSC0003DMP400011547	231	447	233	293.0	3.17e-98	0.9619396263691566
OG25838	Dom. pepper	Tomato Cherry	Capana12g000687	SLYcer12g04723.1	402	283	266	346.0	1.07e-118	1.0428994602956947
OG25838	S. pimp	Wild pepper	SPI04g05061.1	Capang04g000428	444	440	446	543.0	3.59e-193	1.2296580671580672
OG25838	Tomato Cherry	Dom. pepper	SLYcer04g05565.1	Capana04g000459	444	440	446	543.0	3.72e-193	1.228531941031941
OG25838	S. pimp	Wild pepper	SPI12g04682.1	Capang12g000570	283	401	266	348.0	1.28e-119	1.0469894169170713
OG25838	Tomato Cherry	Potato	SLYcer07g01899.1	PGSC0003DMP400011547	442	447	433	639.0	8.82e-231	1.4342221142458016
OG25838	Wild pepper	S. Pennelli	Capang04g000428	Sopen04g033250.1	440	444	446	544.0	1.93e-193	1.2285217035217035
OG25838	S. Pennelli	Dom. pepper	Sopen12g030880.1	Capana12g000687	309	402	303	374.0	1.82e-129	1.070352122880742
OG25838	Dom. pepper	S. Pennelli	Capana12g000687	Sopen12g030880.1	402	309	303	374.0	5.01e-129	1.070352122880742
OG25838	Dom. pepper	S. Pennelli	Capana07g000694	Sopen12g030880.1	231	309	212	183.0	1.0400000000000002e-56	0.6900558987937628
OG25838	Tomato	Potato	Solyc07g025140.4.1	PGSC0003DMP400011547	464	447	433	645.0	5.36e-233	1.4154420273084933
OG25838	Potato	S. Pennelli	PGSC0003DMP400027070	Sopen12g030880.1	408	309	309	446.0	2.5900000000000002e-157	1.269476965543499
OG25838	Wild pepper	Tomato	Capang04g000428	Solyc04g079700.3.1	440	445	443	541.0	1.06e-192	1.2226378958120532
OG25838	Tomato	S. pimp	Solyc12g088980.2.1	SPI12g04682.1	407	283	272	422.0	1.16e-148	1.266467559753779
OG25838	Potato	Tomato Cherry	PGSC0003DMP400011547	SLYcer07g01899.1	447	442	444	636.0	7.02e-230	1.4342221142458016
OG25838	Dom. pepper	S. Pennelli	Capana04g000459	Sopen04g033250.1	440	444	446	546.0	4.76e-194	1.2319103194103196
OG25838	S. pimp	Wild pepper	SPI07g03247.1	Capang07g000719	442	429	416	595.0	4.81e-214	1.3688125599890306
OG25838	S. Pennelli	Wild pepper	Sopen12g030880.1	Capang12g000570	309	401	303	375.0	8.45e-130	1.0743771638864006
OG25838	S. Pennelli	Potato	Sopen04g033250.1	PGSC0003DMP400005983	444	431	430	609.0	1.93e-219	1.4024424656675236
OG25838	Wild pepper	Dom. pepper	Capang04g000428	Capana04g000459	440	440	440	711.0	1.09e-259	1.615909090909091
OG25838	S. Pennelli	Dom. pepper	Sopen07g012650.1	Capana04g000459	443	440	416	405.0	3.32e-139	0.9207238867227581
OG25838	Dom. pepper	Tomato	Capana12g000687	Solyc12g088980.2.1	402	407	400	523.0	1.28e-186	1.2892723116603713
OG25838	Wild pepper	Dom. pepper	Capang12g000570	Capana12g000687	401	402	401	602.0	6.96e-218	1.4993796603019813
OG25838	S. pimp	Dom. pepper	SPI04g05061.1	Capana04g000459	444	440	446	544.0	9.180000000000001e-194	1.231920556920557
OG25838	Dom. pepper	Tomato Cherry	Capana07g000694	SLYcer12g04723.1	231	283	212	181.0	1.2900000000000001e-56	0.7115628776406162
OG25838	Potato	Dom. pepper	PGSC0003DMP400005983	Capana04g000459	431	440	432	545.0	3.9600000000000005e-194	1.2457682978274625
OG25838	Tomato	Tomato Cherry	Solyc04g079700.3.1	SLYcer04g05565.1	445	444	444	687.0	5.73e-250	1.5455587610081993
OG25838	S. pimp	Dom. pepper	SPI12g04682.1	Capana12g000687	283	402	266	347.0	2.75e-119	1.0428994602956947
OG25838	Tomato Cherry	Potato	SLYcer04g05565.1	PGSC0003DMP400005983	444	431	430	608.0	7.839999999999999e-219	1.3979039944817206
OG25838	Tomato Cherry	Tomato	SLYcer07g01899.1	Solyc07g025140.4.1	442	464	442	697.0	1.19e-253	1.5384079029489781
OG25838	Tomato	Potato	Solyc04g079700.3.1	PGSC0003DMP400005983	445	431	430	608.0	5.74e-219	1.3963476628692093
OG25838	Tomato	Wild pepper	Solyc12g088980.2.1	Capang12g000570	407	401	400	521.0	7.11e-186	1.2921320776682372
OG25838	Dom. pepper	Tomato	Capana07g000694	Solyc04g079700.3.1	231	445	239	195.0	2.45e-60	0.6303565348509169
OG25838	S. pimp	Tomato Cherry	SPI12g04682.1	SLYcer12g04723.1	283	283	283	445.0	1.5799999999999998e-159	1.5724381625441697
OG25838	Potato	S. Pennelli	PGSC0003DMP400011547	Sopen07g012650.1	447	443	445	644.0	1.03e-232	1.4483388125501842
OG25838	Tomato Cherry	S. Pennelli	SLYcer07g01899.1	Sopen07g012650.1	442	443	443	692.0	8.020000000000001e-252	1.5627125828626294
OG25838	Tomato Cherry	Tomato	SLYcer12g04723.1	Solyc12g088980.2.1	283	407	272	424.0	2.04e-149	1.266467559753779
OG25838	S. Pennelli	S. pimp	Sopen12g030880.1	SPI12g04682.1	309	283	273	422.0	4.12e-150	1.4300490582867336
OG25838	S. Pennelli	Tomato	Sopen07g012650.1	Solyc07g025140.4.1	443	464	443	701.0	2.63e-255	1.5465843192963338
OG25838	Potato	S. Pennelli	PGSC0003DMP400005983	Sopen04g033250.1	431	444	430	618.0	1.27e-222	1.4024424656675236
OG25838	Tomato	Dom. pepper	Solyc04g079700.3.1	Capana04g000459	445	440	446	543.0	2.72e-193	1.2271578140960164
OG25838	S. Pennelli	Potato	Sopen12g030880.1	PGSC0003DMP400027070	309	408	309	447.0	6.51e-158	1.269476965543499
OG25838	S. Pennelli	S. pimp	Sopen07g012650.1	SPI07g03247.1	443	442	443	701.0	1.61e-255	1.5841828136012175
OG25838	Tomato	S. Pennelli	Solyc04g079700.3.1	Sopen04g033250.1	445	444	444	674.0	1.3299999999999999e-244	1.51406518878429
OG25838	Wild pepper	S. pimp	Capang12g000570	SPI12g04682.1	401	283	266	347.0	3.57e-119	1.0469894169170713
OG25838	Dom. pepper	Tomato	Capana07g000694	Solyc12g088980.2.1	231	407	212	181.0	2.2599999999999998e-55	0.6141336141336141
OG25838	Dom. pepper	S. pimp	Capana12g000687	SPI12g04682.1	402	283	266	346.0	1.05e-118	1.0428994602956947
OG25838	S. Pennelli	S. pimp	Sopen04g033250.1	SPI04g05061.1	444	444	444	674.0	8.150000000000001e-245	1.519144144144144
OG25838	Tomato	Wild pepper	Solyc04g079700.3.1	Capang04g000428	445	440	446	541.0	1.06e-192	1.2226378958120532
OG25838	Tomato Cherry	Wild pepper	SLYcer07g01899.1	Capang07g000719	442	429	416	588.0	1.8500000000000001e-211	1.3516042780748663
OG25838	S. pimp	S. Pennelli	SPI12g04682.1	Sopen12g030880.1	283	309	273	423.0	2.95e-150	1.4300490582867336
OG25838	Potato	S. pimp	PGSC0003DMP400005983	SPI04g05061.1	431	444	430	618.0	8.04e-223	1.4024424656675236
OG25838	Tomato	Wild pepper	Solyc07g025140.4.1	Capang07g000719	464	429	416	595.0	7.85e-214	1.3367921589904348
OG25838	Wild pepper	S. Pennelli	Capang07g000719	Sopen07g012650.1	429	443	417	597.0	2.6099999999999997e-214	1.3672880918930579
OG25838	Potato	S. pimp	PGSC0003DMP400027070	SPI12g04682.1	408	283	272	417.0	2.28e-146	1.249004018568558
OG25838	S. pimp	Tomato	SPI07g03247.1	Solyc07g025140.4.1	442	464	442	706.0	3.7700000000000004e-257	1.5594183960056172
OG25838	Tomato Cherry	S. pimp	SLYcer07g01899.1	SPI07g03247.1	442	442	442	697.0	7.32e-254	1.5757918552036199
OG25838	Wild pepper	Tomato Cherry	Capang07g000719	SLYcer07g01899.1	429	442	416	589.0	1.26e-211	1.3516042780748663
OG25838	Tomato	Tomato Cherry	Solyc12g088980.2.1	SLYcer12g04723.1	407	283	272	422.0	1.17e-148	1.266467559753779
OG25838	Tomato Cherry	Tomato	SLYcer04g05565.1	Solyc04g079700.3.1	444	445	444	687.0	5.81e-250	1.5455587610081993
OG25838	Tomato	S. pimp	Solyc04g079700.3.1	SPI04g05061.1	445	444	444	685.0	3.27e-249	1.5399357222390928
OG25838	Tomato	Dom. pepper	Solyc12g088980.2.1	Capana12g000687	407	402	400	520.0	1.5400000000000003e-185	1.2892723116603713
OG25838	Wild pepper	Tomato Cherry	Capang04g000428	SLYcer04g05565.1	440	444	443	541.0	1.43e-192	1.2240069615069615
OG25838	S. Pennelli	Tomato	Sopen04g033250.1	Solyc04g079700.3.1	444	445	444	672.0	5.01e-244	1.51406518878429
OG25838	S. pimp	Potato	SPI12g04682.1	PGSC0003DMP400027070	283	408	272	418.0	4.1e-147	1.249004018568558
OG25838	Potato	Tomato Cherry	PGSC0003DMP400005983	SLYcer04g05565.1	431	444	430	615.0	6.65e-222	1.3979039944817206
OG25838	S. Pennelli	Potato	Sopen07g012650.1	PGSC0003DMP400011547	443	447	434	645.0	2.38e-233	1.4483388125501842
OG25838	S. Pennelli	Tomato	Sopen12g030880.1	Solyc12g088980.2.1	309	407	309	449.0	3.7399999999999997e-159	1.2781342684255306
OG25838	S. pimp	Potato	SPI07g03247.1	PGSC0003DMP400011547	442	447	433	645.0	1.61e-233	1.4499832973974307
OG25838	Tomato Cherry	S. Pennelli	SLYcer04g05565.1	Sopen04g033250.1	444	444	444	674.0	1.82e-244	1.515765765765766
OG25838	Dom. pepper	Potato	Capana04g000459	PGSC0003DMP400005983	440	431	432	540.0	5.4000000000000006e-192	1.2457682978274625
OG25838	Dom. pepper	Potato	Capana12g000687	PGSC0003DMP400027070	402	408	401	536.0	1.3e-191	1.3235294117647058
OG25838	Potato	Dom. pepper	PGSC0003DMP400011547	Capana07g000694	447	231	233	293.0	4.33e-98	0.9619396263691566
OG25838	S. Pennelli	Dom. pepper	Sopen04g033250.1	Capana04g000459	444	440	446	543.0	1.85e-193	1.2319103194103196
OG25838	Potato	Dom. pepper	PGSC0003DMP400011547	Capana04g000459	447	440	448	409.0	1.1799999999999998e-140	0.922267134431564
OG25838	S. Pennelli	Tomato Cherry	Sopen07g012650.1	SLYcer07g01899.1	443	442	443	691.0	1.04e-251	1.5627125828626294
