OG	tree	original_polytomies	resolved_polytomies	inconsistent_triples	prunned_leaves
OG21188	((Solyc04g078690.3.1[&&NHX:species=Tomato],SLYcer04g05478.1[&&NHX:species=Tomato Cherry],Sopen04g032290.1[&&NHX:species=S. Pennelli],(Capana04g000590[&&NHX:species=Dom. pepper],Capang04g000533[&&NHX:species=Wild pepper])S)S,PGSC0003DMP400013989[&&NHX:species=Potato])D;	0	0	12	PGSC0003DMP400013990,PGSC0003DMP400013991
OG21326	((Capang00g004012[&&NHX:species=Wild pepper],Sopen01g041660.1[&&NHX:species=S. Pennelli],Solyc01g098090.3.1[&&NHX:species=Tomato],Capana08g001345[&&NHX:species=Dom. pepper],SPI01g07521.1[&&NHX:species=S. pimp])S,(Sopen08g008890.1[&&NHX:species=S. Pennelli],Solyc08g023590.4.1[&&NHX:species=Tomato],SLYcer08g03647.1[&&NHX:species=Tomato Cherry],SPI08g03615.1[&&NHX:species=S. pimp])S)D;	0	0	0	
OG21425	(Capana01g004481[&&NHX:species=Dom. pepper],Solyc08g008490.4.1[&&NHX:species=Tomato],SPI08g00545.1[&&NHX:species=S. pimp],Capang08g001330[&&NHX:species=Wild pepper],(Sopen08g004340.2[&&NHX:species=S. Pennelli],Sopen08g004340.1[&&NHX:species=S. Pennelli])D,SLYcer08g00571.1[&&NHX:species=Tomato Cherry],(PGSC0003DMP400010369[&&NHX:species=Potato],PGSC0003DMP400010370[&&NHX:species=Potato])D)S;	0	0	0	
OG21442	((SLYcer01g00195.1[&&NHX:species=Tomato Cherry],Capana01g003720[&&NHX:species=Dom. pepper],Sopen01g001450.2[&&NHX:species=S. Pennelli],PGSC0003DMP400055226[&&NHX:species=Potato],SPI01g00217.1[&&NHX:species=S. pimp],Capang08g000636[&&NHX:species=Wild pepper])S,(PGSC0003DMP400055225[&&NHX:species=Potato],Solyc01g005440.4.1[&&NHX:species=Tomato],Sopen01g001450.1[&&NHX:species=S. Pennelli])S)D;	0	0	0	
OG21445	((Capana06g000632[&&NHX:species=Dom. pepper],PGSC0003DMP400010440[&&NHX:species=Potato],Sopen06g030530.1[&&NHX:species=S. Pennelli],Capang06g000581[&&NHX:species=Wild pepper])S,(Sopen06g030540.1[&&NHX:species=S. Pennelli],SLYcer06g04964.1[&&NHX:species=Tomato Cherry],Solyc06g074110.3.1[&&NHX:species=Tomato],SPI06g04829.1[&&NHX:species=S. pimp],PGSC0003DMP400010439[&&NHX:species=Potato])S)D;	0	0	0	
OG21481	((PGSC0003DMP400015489[&&NHX:species=Potato],SPI09g00899.1[&&NHX:species=S. pimp],Capana09g001696[&&NHX:species=Dom. pepper],Solyc09g011170.3.1[&&NHX:species=Tomato],Capang09g001267[&&NHX:species=Wild pepper],SLYcer09g00989.1[&&NHX:species=Tomato Cherry])S,(Sopen09g005920.2[&&NHX:species=S. Pennelli],(Sopen09g005920.1[&&NHX:species=S. Pennelli],PGSC0003DMP400015490[&&NHX:species=Potato])S)D)D;	0	0	0	
OG21522	(PGSC0003DMP400007151[&&NHX:species=Potato],(Capang02g002787[&&NHX:species=Wild pepper],(Sopen02g037840.2[&&NHX:species=S. Pennelli],Sopen02g037840.1[&&NHX:species=S. Pennelli])D,SPI02g04642.1[&&NHX:species=S. pimp],SLYcer02g05723.1[&&NHX:species=Tomato Cherry],Capana02g003079[&&NHX:species=Dom. pepper],Solyc02g093280.2.1[&&NHX:species=Tomato],PGSC0003DMP400007152[&&NHX:species=Potato])S)D;	0	0	0	
OG21675	(((Capang03g000841[&&NHX:species=Wild pepper],Capang07g000753[&&NHX:species=Wild pepper])D,Capana07g000822[&&NHX:species=Dom. pepper])S,(Capana00g004700[&&NHX:species=Dom. pepper],SLYcer07g00607.1[&&NHX:species=Tomato Cherry],Solyc07g008860.3.1[&&NHX:species=Tomato],Sopen07g004790.1[&&NHX:species=S. Pennelli])S)D;	0	0	28	PGSC0003DMP400050053,SPI07g00651.1
OG21896	((Capang01g002033[&&NHX:species=Wild pepper],Capana01g002357[&&NHX:species=Dom. pepper])S,(PGSC0003DMP400020924[&&NHX:species=Potato],Capana02g000264[&&NHX:species=Dom. pepper],Solyc02g030080.4.1[&&NHX:species=Tomato],Sopen02g009400.1[&&NHX:species=S. Pennelli],Capang00g001488[&&NHX:species=Wild pepper],SLYcer02g02412.1[&&NHX:species=Tomato Cherry],SPI02g01311.1[&&NHX:species=S. pimp])S)D;	0	0	0	
OG21903	((PGSC0003DMP400039689[&&NHX:species=Potato],Capana03g000117[&&NHX:species=Dom. pepper],Solyc03g122190.3.1[&&NHX:species=Tomato],Sopen03g040960.1[&&NHX:species=S. Pennelli],Capang03g000113[&&NHX:species=Wild pepper],SPI03g05476.1[&&NHX:species=S. pimp],SLYcer03g05441.1[&&NHX:species=Tomato Cherry])S,(PGSC0003DMP400039687[&&NHX:species=Potato],PGSC0003DMP400039688[&&NHX:species=Potato])D)D;	1	1	0	
OG21926	((Solyc06g065650.3.1[&&NHX:species=Tomato],PGSC0003DMP400045270[&&NHX:species=Potato],SPI06g04126.1[&&NHX:species=S. pimp],Sopen06g024010.1[&&NHX:species=S. Pennelli],Capang06g001333[&&NHX:species=Wild pepper],SLYcer06g04264.1[&&NHX:species=Tomato Cherry],Capana06g001399[&&NHX:species=Dom. pepper])S,(PGSC0003DMP400045269[&&NHX:species=Potato],PGSC0003DMP400045268[&&NHX:species=Potato])D)D;	1	1	0	
OG21948	((Solyc11g005800.2.1[&&NHX:species=Tomato],SLYcer11g00169.1[&&NHX:species=Tomato Cherry],Sopen11g001760.1[&&NHX:species=S. Pennelli],Capang05g001664[&&NHX:species=Wild pepper],(PGSC0003DMP400049956[&&NHX:species=Potato],PGSC0003DMP400049955[&&NHX:species=Potato])D,SPI11g00329.1[&&NHX:species=S. pimp],Capana12g002038[&&NHX:species=Dom. pepper])S,PGSC0003DMP400049957[&&NHX:species=Potato])D;	0	0	0	
OG22257	((SPI03g05270.1[&&NHX:species=S. pimp],Capang03g000328[&&NHX:species=Wild pepper],SLYcer03g05210.1[&&NHX:species=Tomato Cherry],Capana03g000354[&&NHX:species=Dom. pepper],PGSC0003DMP400009870[&&NHX:species=Potato],Sopen03g038890.1[&&NHX:species=S. Pennelli],Solyc03g120010.4.1[&&NHX:species=Tomato])S,(SPI06g03486.1[&&NHX:species=S. pimp],Solyc06g052000.1.1[&&NHX:species=Tomato],SLYcer06g03572.1[&&NHX:species=Tomato Cherry])S)D;	0	0	0	
OG22347	((PGSC0003DMP400002887[&&NHX:species=Potato],PGSC0003DMP400002886[&&NHX:species=Potato])D,SPI01g08719.1[&&NHX:species=S. pimp],Capang01g005267[&&NHX:species=Wild pepper],SLYcer01g08491.1[&&NHX:species=Tomato Cherry],((Sopen01g053190.1[&&NHX:species=S. Pennelli],Sopen01g053190.2[&&NHX:species=S. Pennelli])D,Sopen01g053190.3[&&NHX:species=S. Pennelli])D,Solyc01g111130.4.1[&&NHX:species=Tomato],Capana08g002682[&&NHX:species=Dom. pepper])S;	1	1	0	
OG22384	(((PGSC0003DMP400044224[&&NHX:species=Potato],PGSC0003DMP400044223[&&NHX:species=Potato])D,SLYcer06g00517.1[&&NHX:species=Tomato Cherry],Capang06g002768[&&NHX:species=Wild pepper],Solyc06g008310.3.1[&&NHX:species=Tomato],(Sopen06g003160.1[&&NHX:species=S. Pennelli],Sopen06g003160.2[&&NHX:species=S. Pennelli])D,SPI06g00302.1[&&NHX:species=S. pimp],Capana06g003008[&&NHX:species=Dom. pepper])S,PGSC0003DMP400044225[&&NHX:species=Potato])D;	0	0	0	
OG22463	((PGSC0003DMP400028153[&&NHX:species=Potato],PGSC0003DMP400028151[&&NHX:species=Potato])D,((Sopen11g005650.1[&&NHX:species=S. Pennelli],Sopen11g005650.2[&&NHX:species=S. Pennelli])D,Solyc11g010910.3.1[&&NHX:species=Tomato],PGSC0003DMP400028152[&&NHX:species=Potato],Capang12g002381[&&NHX:species=Wild pepper],SPI11g00754.1[&&NHX:species=S. pimp],SLYcer11g00614.1[&&NHX:species=Tomato Cherry],Capana12g002745[&&NHX:species=Dom. pepper])S)D;	1	1	0	
OG22523	(((Solyc08g082900.4.1[&&NHX:species=Tomato],(PGSC0003DMP400021428[&&NHX:species=Potato],PGSC0003DMP400021426[&&NHX:species=Potato])D,SPI08g06415.1[&&NHX:species=S. pimp],Capana01g000069[&&NHX:species=Dom. pepper],Capang01g000062[&&NHX:species=Wild pepper],SLYcer08g06510.1[&&NHX:species=Tomato Cherry],Sopen08g031130.1[&&NHX:species=S. Pennelli])S,PGSC0003DMP400021427[&&NHX:species=Potato])D,PGSC0003DMP400021425[&&NHX:species=Potato])D;	1	1	0	
OG22564	(Sopen06g035370.1[&&NHX:species=S. Pennelli],Capang06g000101[&&NHX:species=Wild pepper],SPI06g05351.1[&&NHX:species=S. pimp],Capana06g000118[&&NHX:species=Dom. pepper],Solyc06g083980.3.1[&&NHX:species=Tomato],(((PGSC0003DMP400034790[&&NHX:species=Potato],PGSC0003DMP400034789[&&NHX:species=Potato])D,PGSC0003DMP400034791[&&NHX:species=Potato])D,PGSC0003DMP400034788[&&NHX:species=Potato])D,SLYcer06g05459.1[&&NHX:species=Tomato Cherry])S;	1	1	0	
OG22600	((PGSC0003DMP400034090[&&NHX:species=Potato],(PGSC0003DMP400034092[&&NHX:species=Potato],(PGSC0003DMP400034091[&&NHX:species=Potato],Capana11g000365[&&NHX:species=Dom. pepper],Capang11g000351[&&NHX:species=Wild pepper],SPI11g03922.1[&&NHX:species=S. pimp],Solyc11g068960.2.1[&&NHX:species=Tomato],Sopen11g027670.1[&&NHX:species=S. Pennelli])S)D)D,PGSC0003DMP400034093[&&NHX:species=Potato])D;	1	1	14	SLYcer11g03860.1
OG22888	((Solyc01g079510.3.1[&&NHX:species=Tomato],Capang01g001820[&&NHX:species=Wild pepper],SPI01g06374.1[&&NHX:species=S. pimp],Capana00g002208[&&NHX:species=Dom. pepper],Sopen01g031280.1[&&NHX:species=S. Pennelli])S,(Solyc01g060040.3.1[&&NHX:species=Tomato],SLYcer01g05348.1[&&NHX:species=Tomato Cherry],Sopen01g026220.1[&&NHX:species=S. Pennelli],Capang01g001989[&&NHX:species=Wild pepper],SPI01g05507.1[&&NHX:species=S. pimp],Capana01g002294[&&NHX:species=Dom. pepper])S)D;	0	0	0	
OG23015	(((PGSC0003DMP400017155[&&NHX:species=Potato],(PGSC0003DMP400017153[&&NHX:species=Potato],PGSC0003DMP400017156[&&NHX:species=Potato])D)D,(Sopen09g027980.1[&&NHX:species=S. Pennelli],Sopen00g006230.1[&&NHX:species=S. Pennelli])D,Capang03g003200[&&NHX:species=Wild pepper],SPI09g03758.1[&&NHX:species=S. pimp],Solyc09g066280.4.1[&&NHX:species=Tomato],SLYcer09g03838.1[&&NHX:species=Tomato Cherry])S,PGSC0003DMP400017154[&&NHX:species=Potato])D;	0	0	18	Capana03g003386
OG23037	((Capang07g001074[&&NHX:species=Wild pepper],SLYcer07g03311.1[&&NHX:species=Tomato Cherry],SPI07g04022.1[&&NHX:species=S. pimp],Solyc07g039570.3.1[&&NHX:species=Tomato],PGSC0003DMP400038123[&&NHX:species=Potato],Capana07g000998[&&NHX:species=Dom. pepper],Sopen07g018910.1[&&NHX:species=S. Pennelli])S,(PGSC0003DMP400000653[&&NHX:species=Potato],SLYcer12g00436.1[&&NHX:species=Tomato Cherry],Capana09g000184[&&NHX:species=Dom. pepper],Capang09g000179[&&NHX:species=Wild pepper])S)D;	0	0	0	
OG23167	((((SLYcer07g01807.1[&&NHX:species=Tomato Cherry],Solyc07g022850.1.1[&&NHX:species=Tomato])S,(((SLYcer07g03076.1[&&NHX:species=Tomato Cherry],SPI07g03790.1[&&NHX:species=S. pimp])S,SPI07g03818.1[&&NHX:species=S. pimp])D[&&NHX:length=-0.51129],(SPI07g03789.1[&&NHX:species=S. pimp],SLYcer07g03075.1[&&NHX:species=Tomato Cherry])S)D)D,(SLYcer06g00686.1[&&NHX:species=Tomato Cherry],SPI06g00526.1[&&NHX:species=S. pimp])S[&&NHX:length=-0.19924])D,((SLYcer07g03793.1[&&NHX:species=Tomato Cherry],SPI07g04506.1[&&NHX:species=S. pimp])S,SPI07g00719.1[&&NHX:species=S. pimp])D)D;	2	2	0	
OG23201	(((SLYcer04g00659.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400020324[&&NHX:species=Potato],Solyc04g010200.1.1[&&NHX:species=Tomato],Sopen04g005380.1[&&NHX:species=S. Pennelli])S,(PGSC0003DMP400020301[&&NHX:species=Potato],Solyc04g010210.1.1[&&NHX:species=Tomato],Sopen04g005390.1[&&NHX:species=S. Pennelli],SLYcer04g00660.1[&&NHX:species=Tomato Cherry])S)D,(Capana05g000419[&&NHX:species=Dom. pepper],Capang05g000338[&&NHX:species=Wild pepper])S)S;	0	0	56	SPI04g00635.1,SPI04g00634.1
OG23233	((Sopen10g008180.1[&&NHX:species=S. Pennelli],SLYcer10g01092.1[&&NHX:species=Tomato Cherry],Solyc10g018510.2.1[&&NHX:species=Tomato],SPI10g00969.1[&&NHX:species=S. pimp])S,(Capang08g000491[&&NHX:species=Wild pepper],Sopen01g036520.1[&&NHX:species=S. Pennelli],SPI01g06999.1[&&NHX:species=S. pimp],SLYcer01g06745.1[&&NHX:species=Tomato Cherry],Capana01g003548[&&NHX:species=Dom. pepper],Solyc01g090790.4.1[&&NHX:species=Tomato])S)D;	0	0	64	PGSC0003DMP400045049,PGSC0003DMP400045048
OG23239	((((SLYcer07g00526.1[&&NHX:species=Tomato Cherry],SPI07g00576.1[&&NHX:species=S. pimp])S,SPI08g05636.1[&&NHX:species=S. pimp])D,SLYcer08g05751.1[&&NHX:species=Tomato Cherry])D,(PGSC0003DMP400034529[&&NHX:species=Potato],PGSC0003DMP400034528[&&NHX:species=Potato])D,(Solyc07g008340.4.1[&&NHX:species=Tomato],Solyc08g075360.3.1[&&NHX:species=Tomato])D)S;	0	0	80	Sopen07g004230.1,Sopen08g023990.1,Capang00g004220,Capana01g000961
OG23329	((SLYcer02g04788.1[&&NHX:species=Tomato Cherry],SPI02g03700.1[&&NHX:species=S. pimp],Capang02g002329[&&NHX:species=Wild pepper],Capana02g002593[&&NHX:species=Dom. pepper],Sopen02g028720.1[&&NHX:species=S. Pennelli],Solyc02g083940.3.1[&&NHX:species=Tomato])S,(Solyc12g035360.2.1[&&NHX:species=Tomato],Capang00g003908[&&NHX:species=Wild pepper],Capana04g001839[&&NHX:species=Dom. pepper],SLYcer12g02966.1[&&NHX:species=Tomato Cherry],SPI12g02732.1[&&NHX:species=S. pimp],Sopen12g015070.1[&&NHX:species=S. Pennelli])S)D;	0	0	0	
OG23368	((Solyc01g097430.4.1[&&NHX:species=Tomato],SPI01g07461.1[&&NHX:species=S. pimp],Capang01g003838[&&NHX:species=Wild pepper],Sopen01g041100.1[&&NHX:species=S. Pennelli],Capana08g001255[&&NHX:species=Dom. pepper],PGSC0003DMP400033759[&&NHX:species=Potato])S,(SLYcer09g05287.1[&&NHX:species=Tomato Cherry],Capana03g004208[&&NHX:species=Dom. pepper],SPI09g04978.1[&&NHX:species=S. pimp],PGSC0003DMP400056551[&&NHX:species=Potato],Sopen09g036340.1[&&NHX:species=S. Pennelli],Solyc09g098410.3.1[&&NHX:species=Tomato])S)D;	0	0	0	
OG23636	((SPI10g02408.1[&&NHX:species=S. pimp],Sopen10g020610.1[&&NHX:species=S. Pennelli],SLYcer10g04045.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400005823[&&NHX:species=Potato],Solyc10g049780.1.1[&&NHX:species=Tomato],Capang03g001269[&&NHX:species=Wild pepper])S,(Sopen10g020770.1[&&NHX:species=S. Pennelli],Solyc10g049720.2.1[&&NHX:species=Tomato],SPI10g02392.1[&&NHX:species=S. pimp],Capang10g000691[&&NHX:species=Wild pepper],SLYcer10g04022.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400061403[&&NHX:species=Potato],Capana10g000879[&&NHX:species=Dom. pepper])S)D;	0	0	0	
OG23639	((PGSC0003DMP400028102[&&NHX:species=Potato],Solyc07g041080.3.1[&&NHX:species=Tomato],Sopen07g020370.1[&&NHX:species=S. Pennelli],SPI07g04235.1[&&NHX:species=S. pimp],SLYcer07g03513.1[&&NHX:species=Tomato Cherry])S,((Sopen12g003960.1[&&NHX:species=S. Pennelli],PGSC0003DMP400000642[&&NHX:species=Potato],Capana09g000173[&&NHX:species=Dom. pepper],SLYcer12g00446.1[&&NHX:species=Tomato Cherry],Solyc12g009030.2.1[&&NHX:species=Tomato],Capang09g000167[&&NHX:species=Wild pepper],SPI12g00475.1[&&NHX:species=S. pimp])S,Capang07g000565[&&NHX:species=Wild pepper])D)D;	0	0	0	
OG23805	((Solyc01g081100.3.1[&&NHX:species=Tomato],Capang08g000243[&&NHX:species=Wild pepper],PGSC0003DMP400003204[&&NHX:species=Potato],SPI01g06563.1[&&NHX:species=S. pimp],(Capana01g003305[&&NHX:species=Dom. pepper],Capana00g000514[&&NHX:species=Dom. pepper])D,Sopen01g032710.1[&&NHX:species=S. Pennelli],SLYcer01g06282.1[&&NHX:species=Tomato Cherry])S,(SLYcer01g06281.1[&&NHX:species=Tomato Cherry],Capang08g000242[&&NHX:species=Wild pepper],SPI01g06562.1[&&NHX:species=S. pimp],PGSC0003DMP400058538[&&NHX:species=Potato],Solyc01g081090.2.1[&&NHX:species=Tomato])S)D;	0	0	0	
OG23864	((PGSC0003DMP400037320[&&NHX:species=Potato],Capang04g000631[&&NHX:species=Wild pepper],SPI04g04905.1[&&NHX:species=S. pimp],SLYcer04g05407.1[&&NHX:species=Tomato Cherry],Capana04g000660[&&NHX:species=Dom. pepper],Sopen04g031550.1[&&NHX:species=S. Pennelli],Solyc04g077960.1.1[&&NHX:species=Tomato])S,(Capang12g000654[&&NHX:species=Wild pepper],SLYcer12g04662.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400020498[&&NHX:species=Potato],SPI12g04619.1[&&NHX:species=S. pimp],Capana12g000774[&&NHX:species=Dom. pepper],Solyc12g088380.1.1[&&NHX:species=Tomato])S)D;	0	0	0	
OG23959	(((PGSC0003DMP400020070[&&NHX:species=Potato],PGSC0003DMP400020069[&&NHX:species=Potato])D,Sopen01g028350.1[&&NHX:species=S. Pennelli],Capana01g002508[&&NHX:species=Dom. pepper],Capang01g002161[&&NHX:species=Wild pepper],Solyc01g066740.3.1[&&NHX:species=Tomato])S,(SPI01g05898.1[&&NHX:species=S. pimp],SLYcer01g05728.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400020073[&&NHX:species=Potato])S,(PGSC0003DMP400020071[&&NHX:species=Potato],(Capang01g002162[&&NHX:species=Wild pepper],PGSC0003DMP400020072[&&NHX:species=Potato],Capana01g002509[&&NHX:species=Dom. pepper])S)D)D;	1	0	0	
OG23977	(((Capana11g001608[&&NHX:species=Dom. pepper],Capang09g001563[&&NHX:species=Wild pepper])S,(PGSC0003DMP400001389[&&NHX:species=Potato],Capana00g001745[&&NHX:species=Dom. pepper])S,Capana03g002957[&&NHX:species=Dom. pepper])D,((PGSC0003DMP400001388[&&NHX:species=Potato],PGSC0003DMP400001390[&&NHX:species=Potato])D,Solyc01g109700.3.1[&&NHX:species=Tomato],Capana08g002542[&&NHX:species=Dom. pepper],SLYcer01g08362.1[&&NHX:species=Tomato Cherry],Capang01g005077[&&NHX:species=Wild pepper],SPI01g08584.1[&&NHX:species=S. pimp],Sopen01g051890.1[&&NHX:species=S. Pennelli])S)D;	1	0	0	
OG24049	((Sopen09g004150.1[&&NHX:species=S. Pennelli],SPI09g00477.1[&&NHX:species=S. pimp],SLYcer09g00589.1[&&NHX:species=Tomato Cherry],Capang09g001889[&&NHX:species=Wild pepper],Capana09g002370[&&NHX:species=Dom. pepper],Solyc09g009410.3.1[&&NHX:species=Tomato])S,((Sopen09g029240.1[&&NHX:species=S. Pennelli],SLYcer09g04271.1[&&NHX:species=Tomato Cherry],Solyc09g074400.3.1[&&NHX:species=Tomato],SPI09g04077.1[&&NHX:species=S. pimp],PGSC0003DMP400029423[&&NHX:species=Potato])S,(Capang07g002490[&&NHX:species=Wild pepper],Capana07g002495[&&NHX:species=Dom. pepper],SPI09g04066.1[&&NHX:species=S. pimp])S)D)D;	0	0	0	
OG24102	((SLYcer07g00120.1[&&NHX:species=Tomato Cherry],Solyc07g005400.3.1[&&NHX:species=Tomato],Capana07g000221[&&NHX:species=Dom. pepper],PGSC0003DMP400019655[&&NHX:species=Potato],Capang07g000222[&&NHX:species=Wild pepper],SPI07g00189.1[&&NHX:species=S. pimp],Sopen07g001380.1[&&NHX:species=S. Pennelli])S,(PGSC0003DMP400013796[&&NHX:species=Potato],Solyc12g010170.2.1[&&NHX:species=Tomato],Capana09g000075[&&NHX:species=Dom. pepper],SPI12g00623.1[&&NHX:species=S. pimp],Capang09g000067[&&NHX:species=Wild pepper],Sopen12g005040.1[&&NHX:species=S. Pennelli],SLYcer12g00593.1[&&NHX:species=Tomato Cherry])S)D;	0	0	0	
OG24137	((Solyc10g012190.3.1[&&NHX:species=Tomato],SPI10g00682.1[&&NHX:species=S. pimp],Capana01g000634[&&NHX:species=Dom. pepper],Capang01g000575[&&NHX:species=Wild pepper],SLYcer10g00807.1[&&NHX:species=Tomato Cherry])S,((Sopen07g004550.1[&&NHX:species=S. Pennelli],Solyc07g008610.3.1[&&NHX:species=Tomato],SPI07g00624.1[&&NHX:species=S. pimp],SLYcer07g00576.1[&&NHX:species=Tomato Cherry],Capang10g001667[&&NHX:species=Wild pepper],Capana10g001888[&&NHX:species=Dom. pepper])S,Sopen10g005950.1[&&NHX:species=S. Pennelli])D)D;	0	0	96	PGSC0003DMP400033687,PGSC0003DMP400039854
OG24159	((Capang06g002793[&&NHX:species=Wild pepper],Capana06g003044[&&NHX:species=Dom. pepper],SPI06g00367.1[&&NHX:species=S. pimp],SLYcer06g00583.1[&&NHX:species=Tomato Cherry],Sopen06g003630.1[&&NHX:species=S. Pennelli],Solyc06g008880.3.1[&&NHX:species=Tomato])S,((Solyc01g080690.3.1[&&NHX:species=Tomato],Capana01g003086[&&NHX:species=Dom. pepper],Capang01g002770[&&NHX:species=Wild pepper],PGSC0003DMP400011146[&&NHX:species=Potato],Sopen01g030810.1[&&NHX:species=S. Pennelli],SLYcer01g06199.1[&&NHX:species=Tomato Cherry],SPI01g06499.1[&&NHX:species=S. pimp])S,PGSC0003DMP400011145[&&NHX:species=Potato])D)D;	0	0	0	
OG24330	((Capang10g000062[&&NHX:species=Wild pepper],PGSC0003DMP400043398[&&NHX:species=Potato],Solyc10g006890.4.1[&&NHX:species=Tomato],SPI10g00289.1[&&NHX:species=S. pimp],Sopen10g002800.1[&&NHX:species=S. Pennelli],Capana10g000064[&&NHX:species=Dom. pepper])S,((Capang07g002230[&&NHX:species=Wild pepper],PGSC0003DMP400022038[&&NHX:species=Potato],SLYcer07g05369.1[&&NHX:species=Tomato Cherry],Capana07g002209[&&NHX:species=Dom. pepper],SPI07g06088.1[&&NHX:species=S. pimp],Sopen07g031500.1[&&NHX:species=S. Pennelli],Solyc07g063330.4.1[&&NHX:species=Tomato])S,PGSC0003DMP400022035[&&NHX:species=Potato])D)D;	0	0	0	
OG24354	((PGSC0003DMP400005014[&&NHX:species=Potato],Solyc01g100850.3.1[&&NHX:species=Tomato],Capang01g004225[&&NHX:species=Wild pepper],Sopen01g044350.1[&&NHX:species=S. Pennelli],SLYcer01g07467.1[&&NHX:species=Tomato Cherry],Capana05g002156[&&NHX:species=Dom. pepper],SPI01g07802.1[&&NHX:species=S. pimp])S,((Sopen09g028200.1[&&NHX:species=S. Pennelli],SPI09g03787.1[&&NHX:species=S. pimp],Capang03g003251[&&NHX:species=Wild pepper],PGSC0003DMP400018220[&&NHX:species=Potato],Capana00g002485[&&NHX:species=Dom. pepper],Solyc09g066470.4.1[&&NHX:species=Tomato])S,PGSC0003DMP400018221[&&NHX:species=Potato])D)D;	0	0	0	
OG24445	(((PGSC0003DMP400021939[&&NHX:species=Potato],PGSC0003DMP400021941[&&NHX:species=Potato])D,((PGSC0003DMP400021937[&&NHX:species=Potato],PGSC0003DMP400021943[&&NHX:species=Potato],PGSC0003DMP400021942[&&NHX:species=Potato],PGSC0003DMP400021938[&&NHX:species=Potato])D,Sopen07g031140.2[&&NHX:species=S. Pennelli])S)D,(Capana07g002167[&&NHX:species=Dom. pepper],Sopen07g031140.1[&&NHX:species=S. Pennelli],PGSC0003DMP400021940[&&NHX:species=Potato],Solyc07g062950.4.1[&&NHX:species=Tomato],SLYcer07g05332.1[&&NHX:species=Tomato Cherry],SPI07g06050.1[&&NHX:species=S. pimp],Capang07g002187[&&NHX:species=Wild pepper])S)D;	2	1	0	
OG24530	(((Solyc08g005050.4.1[&&NHX:species=Tomato],Sopen08g001070.1[&&NHX:species=S. Pennelli],SLYcer08g00148.1[&&NHX:species=Tomato Cherry],SPI08g00060.1[&&NHX:species=S. pimp],Capana01g004352[&&NHX:species=Dom. pepper],PGSC0003DMP400002142[&&NHX:species=Potato],Capang08g001213[&&NHX:species=Wild pepper])S,SPI08g00068.1[&&NHX:species=S. pimp])D,(SLYcer08g05909.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400030626[&&NHX:species=Potato],Capana01g001098[&&NHX:species=Dom. pepper],Solyc08g076930.1.1[&&NHX:species=Tomato],SPI08g05799.1[&&NHX:species=S. pimp],Sopen08g025500.1[&&NHX:species=S. Pennelli],Capang01g000946[&&NHX:species=Wild pepper])S)D;	0	0	0	
OG24564	(((Capang12g000955[&&NHX:species=Wild pepper],Capana12g001152[&&NHX:species=Dom. pepper])S,(Sopen08g028430.1[&&NHX:species=S. Pennelli],(SPI08g06130.1[&&NHX:species=S. pimp],Capang01g000332[&&NHX:species=Wild pepper],PGSC0003DMP400039414[&&NHX:species=Potato],Capana01g000361[&&NHX:species=Dom. pepper],SLYcer08g06228.1[&&NHX:species=Tomato Cherry],Sopen08g028430.2[&&NHX:species=S. Pennelli],Solyc08g080080.4.1[&&NHX:species=Tomato])S)D)D,(Sopen12g029080.1[&&NHX:species=S. Pennelli],PGSC0003DMP400019071[&&NHX:species=Potato],Solyc12g056490.1.1[&&NHX:species=Tomato],SLYcer12g04496.1[&&NHX:species=Tomato Cherry],SPI12g04451.1[&&NHX:species=S. pimp])S)D;	0	0	0	
OG24569	((((Solyc03g034000.3.1[&&NHX:species=Tomato],Sopen03g006760.1[&&NHX:species=S. Pennelli],PGSC0003DMP400039142[&&NHX:species=Potato],SLYcer03g00918.1[&&NHX:species=Tomato Cherry],SPI03g01080.1[&&NHX:species=S. pimp])S,PGSC0003DMP400039140[&&NHX:species=Potato])D,PGSC0003DMP400039141[&&NHX:species=Potato])D,((PGSC0003DMP400027130[&&NHX:species=Potato],SPI02g02053.1[&&NHX:species=S. pimp],Solyc02g062690.3.1[&&NHX:species=Tomato],SLYcer02g03171.1[&&NHX:species=Tomato Cherry],Capana02g000436[&&NHX:species=Dom. pepper],Capang02g000392[&&NHX:species=Wild pepper],Sopen02g013710.1[&&NHX:species=S. Pennelli])S,PGSC0003DMP400027129[&&NHX:species=Potato])D)D;	1	1	0	
