Gen_a	Gen_b	Species_a	Species_b	og	normalized_bit_score	Hormone
Solyc03g083270	SLYcer03g03330	tomato	TomatoCerasiforme	26990	2	Ethylene
Solyc03g083270	SPI03g03414	tomato	Tomatopimp	26990	2	Ethylene
Solyc03g083270	Capang03g001913	tomato	CaChiltepin.pep	26990	1	Ethylene
Solyc03g083270	Capana03g002017	tomato	CaZL1.pep	26990	1	Ethylene
Solyc10g085010	SLYcer10g05808	tomato	TomatoCerasiforme	27015	1	Ethylene
Solyc10g085010	Sopen10g034470	tomato	TomatoPennelli	27015	1	Ethylene
Solyc10g085010	Capana00g004469	tomato	CaZL1.pep	27015	1	Ethylene
Solyc10g085010	PGSC0003DMP400019581\tPGSC0003DMT400028799	tomato	Potato	27015	1	Ethylene
Solyc10g085010	SPI10g04343	tomato	Tomatopimp	27015	1	Ethylene
Solyc10g085010	Capang09g001351	tomato	CaChiltepin.pep	27015	1	Ethylene
Solyc06g050810	Sopen06g016490	tomato	TomatoPennelli	27034	2	Ethylene
Solyc06g050810	PGSC0003DMP400050753\tPGSC0003DMT400074946	tomato	Potato	27034	2	Ethylene
Solyc01g067800	PGSC0003DMP400039621\tPGSC0003DMT400058816	tomato	Potato	27040	1	Ethylene
Solyc01g067800	SLYcer01g05897	tomato	TomatoCerasiforme	27040	1	Ethylene
Solyc01g067800	SPI01g06071	tomato	Tomatopimp	27040	1	Ethylene
Solyc01g067800	Capang01g002817	tomato	CaChiltepin.pep	27040	1	Ethylene
Solyc08g068770	Sopen08g022460	tomato	TomatoPennelli	27086	1	Ethylene
Solyc08g068770	Sopen08g022520	tomato	TomatoPennelli	27086	1	Ethylene
Solyc08g068770	Sopen08g022500	tomato	TomatoPennelli	27086	1	Ethylene
Solyc05g052620	SLYcer10g02404	tomato	TomatoCerasiforme	27094	1	Ethylene
Solyc05g052620	Sopen05g031150	tomato	TomatoPennelli	27094	1	Ethylene
Solyc05g052620	SPI05g04567	tomato	Tomatopimp	27094	1	Ethylene
Solyc05g014230	SPI05g01153	tomato	Tomatopimp	27109	1	Ethylene
Solyc05g014230	PGSC0003DMP400019018\tPGSC0003DMT400027919	tomato	Potato	27109	2	Ethylene
Solyc05g013660	Capang11g001211	tomato	CaChiltepin.pep	27127	1	Ethylene
Solyc05g013660	Capana11g001206	tomato	CaZL1.pep	27127	1	Ethylene
Solyc05g013660	SLYcer05g01005	tomato	TomatoCerasiforme	27127	1	Ethylene
Solyc05g013660	PGSC0003DMP400032406\tPGSC0003DMT400047855	tomato	Potato	27127	2	Ethylene
Solyc05g013660	SPI05g01064	tomato	Tomatopimp	27127	1	Ethylene
Solyc03g113220	SPI03g04551	tomato	Tomatopimp	27144	1	Ethylene
Solyc03g113220	PGSC0003DMP400043953\tPGSC0003DMT400065190	tomato	Potato	27144	1	Ethylene
Solyc03g113220	PGSC0003DMP400043956\tPGSC0003DMT400065193	tomato	Potato	27144	1	Ethylene
Solyc03g113220	PGSC0003DMP400055776\tPGSC0003DMT400083045	tomato	Potato	27144	1	Ethylene
Solyc05g006780	Capana11g001542	tomato	CaZL1.pep	27158	1	Ethylene
Solyc10g005730	SPI10g00174	tomato	Tomatopimp	27179	2	Ethylene
Solyc10g005730	Capang00g003190	tomato	CaChiltepin.pep	27179	1	Ethylene
Solyc05g007140	Capana11g001603	tomato	CaZL1.pep	27250	1	Ethylene
Solyc05g007140	Sopen05g003100	tomato	TomatoPennelli	27250	1	Ethylene
Solyc05g007140	SPI05g00387	tomato	Tomatopimp	27250	1	Ethylene
Solyc05g007140	SLYcer05g00353	tomato	TomatoCerasiforme	27250	1	Ethylene
Solyc05g007140	PGSC0003DMP400044380\tPGSC0003DMT400065801	tomato	Potato	27250	1	Ethylene
Solyc07g053830	PGSC0003DMP400055728\tPGSC0003DMT400082806	tomato	Potato	27255	1	Ethylene
Solyc07g053830	Capang07g001726	tomato	CaChiltepin.pep	27255	1	Ethylene
Solyc09g082240	Capana03g003768	tomato	CaZL1.pep	27279	*	Ethylene
Solyc09g082240	SPI09g04382	tomato	Tomatopimp	27279	1	Ethylene
Solyc09g082250	SPI09g04384	tomato	Tomatopimp	27279	1	Ethylene
Solyc09g082250	PGSC0003DMP400055481\tPGSC0003DMT400082120	tomato	Potato	27279	1	Ethylene
Solyc09g082250	Sopen09g031130	tomato	TomatoPennelli	27279	*	Ethylene
Solyc07g064310	PGSC0003DMP400024548\tPGSC0003DMT400036150	tomato	Potato	27355	1	Ethylene
Solyc07g064310	PGSC0003DMP400024550\tPGSC0003DMT400036154	tomato	Potato	27355	1	Ethylene
Solyc07g064310	Capang00g002437	tomato	CaChiltepin.pep	27355	1	Ethylene
Solyc07g064310	Sopen07g032460	tomato	TomatoPennelli	27355	1	Ethylene
Solyc07g064310	Capana00g004162	tomato	CaZL1.pep	27355	1	Ethylene
Solyc06g005890	PGSC0003DMP400036228\tPGSC0003DMT400053727	tomato	Potato	27356	1	Ethylene
Solyc06g005890	Sopen06g001880	tomato	TomatoPennelli	27356	1	Ethylene
Solyc06g005890	Capang06g002450	tomato	CaChiltepin.pep	27356	1	Ethylene
Solyc06g005890	Capana06g002646	tomato	CaZL1.pep	27356	1	Ethylene
Solyc06g005890	SPI06g00136	tomato	Tomatopimp	27356	1	Ethylene
Solyc06g005890	SLYcer06g00358	tomato	TomatoCerasiforme	27356	1	Ethylene
Solyc03g117360	SLYcer03g04933	tomato	TomatoCerasiforme	27362	1	Ethylene
Solyc03g117360	Sopen03g036250	tomato	TomatoPennelli	27362	1	Ethylene
Solyc03g117360	Capang03g000482	tomato	CaChiltepin.pep	27362	1	Ethylene
Solyc06g068740	Capang06g001021	tomato	CaChiltepin.pep	27369	1	Ethylene
Solyc01g095700	SPI01g07299	tomato	Tomatopimp	27428	2	Ethylene
Solyc01g095700	PGSC0003DMP400000459\tPGSC0003DMT400000606	tomato	Potato	27428	1	Ethylene
Solyc01g095700	Sopen01g039440	tomato	TomatoPennelli	27428	2	Ethylene
Solyc01g095700	SLYcer01g07047	tomato	TomatoCerasiforme	27428	2	Ethylene
Solyc01g095700	Capang01g003621	tomato	CaChiltepin.pep	27428	1	Ethylene
Solyc10g083360	Sopen10g032860	tomato	TomatoPennelli	27451	1	Ethylene
Solyc03g082380	Sopen03g022110	tomato	TomatoPennelli	27464	1	Ethylene
Solyc03g114890	SPI03g04738	tomato	Tomatopimp	27469	2	Ethylene
Solyc03g114890	Capang10g000534	tomato	CaChiltepin.pep	27469	1	Ethylene
Solyc03g114890	Capana10g000707	tomato	CaZL1.pep	27469	1	Ethylene
Solyc03g114890	Capana10g000705	tomato	CaZL1.pep	27469	1	Ethylene
Solyc10g005560	SPI10g00157	tomato	Tomatopimp	27525	1	Ethylene
Solyc10g005560	PGSC0003DMP400019895\tPGSC0003DMT400029234	tomato	Potato	27525	1	Ethylene
Solyc03g117860	SLYcer03g04981	tomato	TomatoCerasiforme	27544	2	Ethylene
Solyc03g117860	PGSC0003DMP400025028\tPGSC0003DMT400036885	tomato	Potato	27544	1	Ethylene
Solyc03g117860	SPI03g05038	tomato	Tomatopimp	27544	2	Ethylene
Solyc04g018110	SLYcer04g01694	tomato	TomatoCerasiforme	27550	1	Ethylene
Solyc04g018110	Capang05g000025	tomato	CaChiltepin.pep	27550	0	Ethylene
Solyc04g018110	PGSC0003DMP400018793\tPGSC0003DMT400027581	tomato	Potato	27550	1	Ethylene
Solyc04g018110	Capana05g000028	tomato	CaZL1.pep	27550	0	Ethylene
Solyc04g018110	SPI04g01481	tomato	Tomatopimp	27550	1	Ethylene
Solyc06g084070	Capang06g000093	tomato	CaChiltepin.pep	27558	1	Ethylene
Solyc06g084070	Sopen06g035460	tomato	TomatoPennelli	27558	1	Ethylene
Solyc06g084070	SLYcer06g05471	tomato	TomatoCerasiforme	27558	2	Ethylene
Solyc10g006560	Capana07g001830	tomato	CaZL1.pep	27591	0	Ethylene
Solyc09g010400	Capang09g001504	tomato	CaChiltepin.pep	27591	1	Ethylene
Solyc09g010400	SPI09g00805	tomato	Tomatopimp	27591	1	Ethylene
Solyc09g010400	PGSC0003DMP400015710\tPGSC0003DMT400023064	tomato	Potato	27591	1	Ethylene
Solyc12g006230	Sopen12g002180	tomato	TomatoPennelli	27594	1	Ethylene
Solyc12g006230	PGSC0003DMP400050200\tPGSC0003DMT400074146	tomato	Potato	27594	1	Ethylene
Solyc03g096130	SLYcer03g03837	tomato	TomatoCerasiforme	27605	1	Ethylene
Solyc03g096130	SPI03g03893	tomato	Tomatopimp	27605	1	Ethylene
Solyc03g096100	SLYcer03g03833	tomato	TomatoCerasiforme	27605	1	Ethylene
Solyc03g114800	Capang10g000544	tomato	CaChiltepin.pep	27620	1	Ethylene
Solyc10g055200	Capana12g002148	tomato	CaZL1.pep	27633	1	Ethylene
Solyc10g055200	Capana12g002149	tomato	CaZL1.pep	27633	1	Ethylene
Solyc10g055200	Capang12g001841	tomato	CaChiltepin.pep	27633	1	Ethylene
Solyc10g055200	PGSC0003DMP400038003\tPGSC0003DMT400056482	tomato	Potato	27633	1	Ethylene
Solyc10g055200	Sopen10g025030	tomato	TomatoPennelli	27633	1	Ethylene
Solyc06g008330	PGSC0003DMP400044246\tPGSC0003DMT400065573	tomato	Potato	27643	1	Ethylene
Solyc06g008330	SPI06g00305	tomato	Tomatopimp	27643	1	Ethylene
Solyc06g008330	SLYcer06g00520	tomato	TomatoCerasiforme	27643	1	Ethylene
Solyc06g008330	Capang06g002770	tomato	CaChiltepin.pep	27643	1	Ethylene
Solyc06g008330	Sopen06g003180	tomato	TomatoPennelli	27643	1	Ethylene
Solyc03g078570	Sopen03g021480	tomato	TomatoPennelli	27666	1	Ethylene
Solyc01g109460	SPI01g08558	tomato	Tomatopimp	27667	1	Ethylene
Solyc01g109460	Sopen01g051650	tomato	TomatoPennelli	27667	1	Ethylene
Solyc01g109460	PGSC0003DMP400043694\tPGSC0003DMT400064806	tomato	Potato	27667	1	Ethylene
Solyc01g109460	SLYcer01g08336	tomato	TomatoCerasiforme	27667	1	Ethylene
Solyc01g109460	Capana08g002522	tomato	CaZL1.pep	27667	1	Ethylene
Solyc01g109460	Capang01g005047	tomato	CaChiltepin.pep	27667	1	Ethylene
Solyc09g075460	Sopen09g030250	tomato	TomatoPennelli	27669	1	Ethylene
Solyc09g075460	Capang03g003568	tomato	CaChiltepin.pep	27669	1	Ethylene
Solyc09g075460	Capana03g003665	tomato	CaZL1.pep	27669	1	Ethylene
Solyc09g011590	SLYcer09g01037	tomato	TomatoCerasiforme	27674	2	Ethylene
Solyc09g011590	Sopen09g006390	tomato	TomatoPennelli	27674	1	Ethylene
Solyc09g011590	Sopen09g006360	tomato	TomatoPennelli	27674	2	Ethylene
Solyc09g011590	SPI09g00947	tomato	Tomatopimp	27674	2	Ethylene
Solyc09g011590	PGSC0003DMP400003872\tPGSC0003DMT400005544	tomato	Potato	27674	1	Ethylene
Solyc09g011590	Capang09g001339	tomato	CaChiltepin.pep	27674	1	Ethylene
Solyc09g011590	Capana09g001761	tomato	CaZL1.pep	27674	1	Ethylene
Solyc09g011590	PGSC0003DMP400003869\tPGSC0003DMT400005538	tomato	Potato	27674	1	Ethylene
Solyc09g011590	Capana09g001760	tomato	CaZL1.pep	27674	1	Ethylene
Solyc07g056500	Capang07g002020	tomato	CaChiltepin.pep	27674	1	Ethylene
Solyc07g056500	Capang00g000155	tomato	CaChiltepin.pep	27674	1	Ethylene
Solyc07g056500	PGSC0003DMP400048051\tPGSC0003DMT400071059	tomato	Potato	27674	2	Ethylene
Solyc07g056500	Capana00g003105	tomato	CaZL1.pep	27674	1	Ethylene
Solyc07g056500	Capana07g002012	tomato	CaZL1.pep	27674	1	Ethylene
Solyc07g056500	Sopen07g029860	tomato	TomatoPennelli	27674	2	Ethylene
Solyc09g011540	Capang09g001420	tomato	CaChiltepin.pep	27674	1	Ethylene
Solyc09g011540	PGSC0003DMP400003865\tPGSC0003DMT400005532	tomato	Potato	27674	1	Ethylene
Solyc09g011540	Sopen09g006310	tomato	TomatoPennelli	27674	1	Ethylene
Solyc09g011540	Capana09g001860	tomato	CaZL1.pep	27674	1	Ethylene
Solyc01g086680	Capana01g002551	tomato	CaZL1.pep	27674	1	Ethylene
Solyc12g044940	Sopen12g023300	tomato	TomatoPennelli	27675	1	Ethylene
Solyc12g044940	SPI12g04191	tomato	Tomatopimp	27675	1	Ethylene
Solyc12g045030	PGSC0003DMP400024795\tPGSC0003DMT400036569	tomato	Potato	27675	1	Ethylene
Solyc07g062970	Capang07g002189	tomato	CaChiltepin.pep	27681	1	Ethylene
Solyc07g062970	SPI07g06052	tomato	Tomatopimp	27681	1	Ethylene
Solyc07g062970	Sopen07g031160	tomato	TomatoPennelli	27681	1	Ethylene
Solyc07g062970	PGSC0003DMP400021944\tPGSC0003DMT400032307	tomato	Potato	27681	1	Ethylene
Solyc07g062970	SLYcer07g05334	tomato	TomatoCerasiforme	27681	1	Ethylene
Solyc02g080200	Capang02g001949	tomato	CaChiltepin.pep	27702	1	Ethylene
Solyc02g080200	PGSC0003DMP400003705\tPGSC0003DMT400005267	tomato	Potato	27702	1	Ethylene
Solyc02g080200	Capana02g002158	tomato	CaZL1.pep	27702	1	Ethylene
Solyc02g080200	Capana02g002159	tomato	CaZL1.pep	27702	1	Ethylene
Solyc02g080200	Capang02g001950	tomato	CaChiltepin.pep	27702	1	Ethylene
Solyc02g080220	Capang02g001949	tomato	CaChiltepin.pep	27702	1	Ethylene
Solyc02g080220	PGSC0003DMP400003705\tPGSC0003DMT400005267	tomato	Potato	27702	1	Ethylene
Solyc02g080200	SPI02g03311	tomato	Tomatopimp	27702	1	Ethylene
Solyc02g080200	SPI02g03313	tomato	Tomatopimp	27702	1	Ethylene
Solyc02g080200	SPI02g03312	tomato	Tomatopimp	27702	1	Ethylene
Solyc02g080220	SPI02g03311	tomato	Tomatopimp	27702	1	Ethylene
Solyc02g080220	SPI02g03313	tomato	Tomatopimp	27702	1	Ethylene
Solyc02g080220	SPI02g03312	tomato	Tomatopimp	27702	1	Ethylene
Solyc02g080200	Sopen02g024940	tomato	TomatoPennelli	27702	1	Ethylene
Solyc02g080200	Sopen02g024920	tomato	TomatoPennelli	27702	1	Ethylene
Solyc02g080200	Sopen02g024930	tomato	TomatoPennelli	27702	1	Ethylene
Solyc02g080220	Sopen02g024930	tomato	TomatoPennelli	27702	1	Ethylene
Solyc02g080200	SLYcer02g04412	tomato	TomatoCerasiforme	27702	1	Ethylene
Solyc02g080200	SLYcer02g04413	tomato	TomatoCerasiforme	27702	1	Ethylene
Solyc02g080220	SLYcer02g04412	tomato	TomatoCerasiforme	27702	1	Ethylene
Solyc02g080220	SLYcer02g04413	tomato	TomatoCerasiforme	27702	1	Ethylene
Solyc07g008620	Sopen07g004560	tomato	TomatoPennelli	27707	1	Ethylene
Solyc07g008620	SLYcer07g00577	tomato	TomatoCerasiforme	27707	1	Ethylene
Solyc03g122350	Sopen03g041130	tomato	TomatoPennelli	27713	1	Ethylene
Solyc03g122360	Sopen03g041130	tomato	TomatoPennelli	27713	1	Ethylene
Solyc03g122350	Sopen03g041120	tomato	TomatoPennelli	27713	1	Ethylene
Solyc03g122360	Sopen03g041120	tomato	TomatoPennelli	27713	1	Ethylene
Solyc03g122350	PGSC0003DMP400039699\tPGSC0003DMT400058930	tomato	Potato	27713	1	Ethylene
Solyc03g122360	PGSC0003DMP400039699\tPGSC0003DMT400058930	tomato	Potato	27713	1	Ethylene
Solyc03g122350	PGSC0003DMP400039698\tPGSC0003DMT400058928	tomato	Potato	27713	1	Ethylene
Solyc03g122360	PGSC0003DMP400039698\tPGSC0003DMT400058928	tomato	Potato	27713	1	Ethylene
Solyc03g122350	PGSC0003DMP400039697\tPGSC0003DMT400058927	tomato	Potato	27713	1	Ethylene
Solyc03g122360	PGSC0003DMP400039697\tPGSC0003DMT400058927	tomato	Potato	27713	1	Ethylene
Solyc09g008010	SLYcer09g00392	tomato	TomatoCerasiforme	27716	1	Ethylene
Solyc09g008010	PGSC0003DMP400037358\tPGSC0003DMT400055497	tomato	Potato	27716	1	Ethylene
Solyc09g008010	PGSC0003DMP400037357\tPGSC0003DMT400055496	tomato	Potato	27716	1	Ethylene
Solyc09g008010	Sopen09g002810	tomato	TomatoPennelli	27716	1	Ethylene
Solyc09g082470	Sopen09g031330	tomato	TomatoPennelli	27717	1	Ethylene
Solyc09g082470	Sopen09g031330	tomato	TomatoPennelli	27717	2	Ethylene
Solyc09g082470	SLYcer09g04749	tomato	TomatoCerasiforme	27717	2	Ethylene
Solyc09g082470	SPI09g04405	tomato	Tomatopimp	27717	1	Ethylene
Solyc09g082470	Capang03g003692	tomato	CaChiltepin.pep	27717	1	Ethylene
Solyc09g082470	Capana03g003783	tomato	CaZL1.pep	27717	1	Ethylene
Solyc03g007210	Capana09g002176	tomato	CaZL1.pep	27717	*	Ethylene
Solyc03g007210	PGSC0003DMP400016043\tPGSC0003DMT400023522	tomato	Potato	27717	1	Ethylene
Solyc03g007210	PGSC0003DMP400016044\tPGSC0003DMT400023523	tomato	Potato	27717	1	Ethylene
Solyc01g112220	PGSC0003DMP400025861\tPGSC0003DMT400038068	tomato	Potato	27717	1	Ethylene
Solyc01g112220	Capang01g005430	tomato	CaChiltepin.pep	27717	1	Ethylene
Solyc07g049530	Capana02g002203	tomato	CaZL1.pep	27733	1	Ethylene
Solyc12g006380	Sopen12g002330	tomato	TomatoPennelli	27733	2	Ethylene
Solyc10g079930	SLYcer10g05368	tomato	TomatoCerasiforme	27756	2	Ethylene
Solyc10g079930	Sopen10g030550	tomato	TomatoPennelli	27756	1	Ethylene
Solyc10g079930	Capang10g001996	tomato	CaChiltepin.pep	27756	1	Ethylene
Solyc10g079930	Capana10g002240	tomato	CaZL1.pep	27756	1	Ethylene
Solyc12g042600	SLYcer12g04034	tomato	TomatoCerasiforme	27756	1	Ethylene
Solyc11g065610	SPI11g03654	tomato	Tomatopimp	662	1	Ethylene
Solyc08g077790	Sopen08g026300	tomato	TomatoPennelli	16224	2	Ethylene
Solyc08g077790	SPI08g05893	tomato	Tomatopimp	16224	1	Ethylene
Solyc05g005890	Capang00g002710	tomato	CaChiltepin.pep	16899	1	Ethylene
Solyc01g009040	PGSC0003DMP400039359\tPGSC0003DMT400058457	tomato	Potato	17077	1	Ethylene
Solyc01g009040	SLYcer01g00567	tomato	TomatoCerasiforme	17077	1	Ethylene
Solyc07g007870	SLYcer07g00473	tomato	TomatoCerasiforme	17194	2	Ethylene
Solyc07g007870	Capana07g000375	tomato	CaZL1.pep	17194	1	Ethylene
Solyc07g007870	Sopen07g003770	tomato	TomatoPennelli	17194	2	Ethylene
Solyc07g007370	SPI07g00477	tomato	Tomatopimp	17451	1	Ethylene
Solyc07g007370	PGSC0003DMP400053511\tPGSC0003DMT400078954	tomato	Potato	17451	1	Ethylene
Solyc07g007370	Capana07g000326	tomato	CaZL1.pep	17451	1	Ethylene
Solyc09g010520	Capana09g001978	tomato	CaZL1.pep	17554	1	Ethylene
Solyc09g010520	PGSC0003DMP400015697\tPGSC0003DMT400023046	tomato	Potato	17554	1	Ethylene
Solyc09g010520	SLYcer09g00914	tomato	TomatoCerasiforme	17554	1	Ethylene
Solyc06g071540	PGSC0003DMP400047049\tPGSC0003DMT400069670	tomato	Potato	17783	1	Ethylene
Solyc06g071540	SLYcer06g04703	tomato	TomatoCerasiforme	17783	2	Ethylene
Solyc10g080660	Capana11g002197	tomato	CaZL1.pep	17846	1	Ethylene
Solyc10g080660	SLYcer10g05440	tomato	TomatoCerasiforme	17846	2	Ethylene
Solyc02g078900	Sopen02g023710	tomato	TomatoPennelli	18113	1	Ethylene
Solyc02g078900	Capana02g002008	tomato	CaZL1.pep	18113	1	Ethylene
Solyc01g104080	PGSC0003DMP400041176\tPGSC0003DMT400061153	tomato	Potato	18229	2	Ethylene
Solyc01g104080	Sopen01g046490	tomato	TomatoPennelli	18229	2	Ethylene
Solyc01g104080	Capang01g004476	tomato	CaChiltepin.pep	18229	1	Ethylene
Solyc01g108150	Sopen01g050380	tomato	TomatoPennelli	18308	1	Ethylene
Solyc01g108150	SPI01g08432	tomato	Tomatopimp	18308	1	Ethylene
Solyc01g108150	SLYcer01g08209	tomato	TomatoCerasiforme	18308	1	Ethylene
Solyc05g050800	SLYcer10g02657	tomato	TomatoCerasiforme	18344	2	Ethylene
Solyc07g066040	SLYcer07g05642	tomato	TomatoCerasiforme	18568	1	Ethylene
Solyc07g066040	Capang07g002430	tomato	CaChiltepin.pep	18568	1	Ethylene
Solyc07g066040	PGSC0003DMP400068618\tPGSC0003DMT400096943	tomato	Potato	18568	1	Ethylene
Solyc01g102490	Capang01g004283	tomato	CaChiltepin.pep	18693	1	Ethylene
Solyc01g102490	SLYcer01g07397	tomato	TomatoCerasiforme	18693	1	Ethylene
Solyc01g102490	PGSC0003DMP400031832\tPGSC0003DMT400047058	tomato	Potato	18693	1	Ethylene
Solyc02g069800	Capana02g001365	tomato	CaZL1.pep	18752	1	Ethylene
Solyc02g069800	Capang02g001199	tomato	CaChiltepin.pep	18752	1	Ethylene
Solyc02g069800	SPI02g02683	tomato	Tomatopimp	18752	2	Ethylene
Solyc01g108620	PGSC0003DMP400044760\tPGSC0003DMT400066398	tomato	Potato	18765	1	Ethylene
Solyc01g108620	Sopen01g050840	tomato	TomatoPennelli	18765	1	Ethylene
Solyc01g108620	SLYcer01g08254	tomato	TomatoCerasiforme	18765	1	Ethylene
Solyc01g108620	Capang01g004938	tomato	CaChiltepin.pep	18765	1	Ethylene
Solyc06g053760	Sopen06g018880	tomato	TomatoPennelli	18900	1	Ethylene
Solyc06g053760	Capang06g002092	tomato	CaChiltepin.pep	18900	1	Ethylene
Solyc06g053760	SPI06g03573	tomato	Tomatopimp	18900	1	Ethylene
Solyc06g053760	SLYcer06g03663	tomato	TomatoCerasiforme	18900	1	Ethylene
Solyc01g107290	Capang01g004812	tomato	CaChiltepin.pep	18986	1	Ethylene
Solyc01g107290	SLYcer01g08117	tomato	TomatoCerasiforme	18986	1	Ethylene
Solyc02g079960	SLYcer02g04387	tomato	TomatoCerasiforme	19128	2	Ethylene
Solyc02g079960	SPI02g03289	tomato	Tomatopimp	19128	2	Ethylene
Solyc02g079960	PGSC0003DMP400037644\tPGSC0003DMT400055905	tomato	Potato	19128	1	Ethylene
Solyc02g079960	Sopen02g024710	tomato	TomatoPennelli	19128	1	Ethylene
Solyc02g079960	Capana02g002149	tomato	CaZL1.pep	19128	1	Ethylene
Solyc02g079960	Capang02g001939	tomato	CaChiltepin.pep	19128	1	Ethylene
Solyc11g066940	Sopen11g026660	tomato	TomatoPennelli	19421	1	Ethylene
Solyc11g066940	SLYcer11g03757	tomato	TomatoCerasiforme	19421	2	Ethylene
Solyc11g066940	Capana11g000251	tomato	CaZL1.pep	19421	1	Ethylene
Solyc11g066940	Capang11g000221	tomato	CaChiltepin.pep	19421	1	Ethylene
Solyc11g066940	SPI11g03822	tomato	Tomatopimp	19421	2	Ethylene
Solyc11g066940	PGSC0003DMP400046115\tPGSC0003DMT400068267	tomato	Potato	19421	1	Ethylene
Solyc06g043140	SLYcer06g03074	tomato	TomatoCerasiforme	19680	2	Ethylene
Solyc06g043140	SLYcer02g02880	tomato	TomatoCerasiforme	19680	1	Ethylene
Solyc02g036380	SLYcer02g02880	tomato	TomatoCerasiforme	19680	1	Ethylene
Solyc06g043140	Capang02g000018	tomato	CaChiltepin.pep	19680	1	Ethylene
Solyc06g043140	SPI02g01771	tomato	Tomatopimp	19680	1	Ethylene
Solyc06g043140	Capana02g000012	tomato	CaZL1.pep	19680	1	Ethylene
Solyc06g043140	Sopen02g011760	tomato	TomatoPennelli	19680	1	Ethylene
Solyc10g008600	Capang10g000320	tomato	CaChiltepin.pep	20043	1	Ethylene
Solyc10g008600	PGSC0003DMP400037577\tPGSC0003DMT400055799	tomato	Potato	20043	1	Ethylene
Solyc10g008600	Sopen10g004420	tomato	TomatoPennelli	20043	1	Ethylene
Solyc05g008440	Sopen05g004270	tomato	TomatoPennelli	20216	0	Ethylene
Solyc06g069190	SLYcer06g04558	tomato	TomatoCerasiforme	20295	2	Ethylene
Solyc06g069190	SPI06g04417	tomato	Tomatopimp	20295	2	Ethylene
Solyc02g070680	PGSC0003DMP400014537\tPGSC0003DMT400021365	tomato	Potato	20742	1	Ethylene
Solyc02g070680	SPI02g02768	tomato	Tomatopimp	20742	1	Ethylene
Solyc02g070680	Capana00g000881	tomato	CaZL1.pep	20742	1	Ethylene
Solyc02g070680	SLYcer02g03871	tomato	TomatoCerasiforme	20742	1	Ethylene
Solyc10g044780	SPI10g01476	tomato	Tomatopimp	20832	1	Ethylene
Solyc10g044780	PGSC0003DMP400013252\tPGSC0003DMT400019338	tomato	Potato	20832	1	Ethylene
Solyc11g006770	SLYcer11g00276	tomato	TomatoCerasiforme	21093	2	Ethylene
Solyc11g006770	SPI11g00427	tomato	Tomatopimp	21093	1	Ethylene
Solyc11g006770	Capana00g001500	tomato	CaZL1.pep	21093	1	Ethylene
Solyc05g051070	Sopen05g029520	tomato	TomatoPennelli	21186	1	Ethylene
Solyc05g051070	SLYcer10g02628	tomato	TomatoCerasiforme	21186	1	Ethylene
Solyc05g051070	PGSC0003DMP400012374\tPGSC0003DMT400017978	tomato	Potato	21186	1	Ethylene
Solyc05g051070	Capana05g001666	tomato	CaZL1.pep	21186	1	Ethylene
Solyc05g051070	Capang05g001345	tomato	CaChiltepin.pep	21186	1	Ethylene
Solyc01g098090	SPI01g07521	tomato	Tomatopimp	21382	1	Ethylene
Solyc01g098090	Capana08g001345	tomato	CaZL1.pep	21382	1	Ethylene
Solyc01g098090	Sopen01g041660	tomato	TomatoPennelli	21382	1	Ethylene
Solyc02g079880	SPI02g03278	tomato	Tomatopimp	21599	1	Ethylene
Solyc02g079880	Capana02g002087	tomato	CaZL1.pep	21599	1	Ethylene
Solyc02g062640	Capana08g002841	tomato	CaZL1.pep	21631	1	Ethylene
Solyc02g062640	Capang01g005413	tomato	CaChiltepin.pep	21631	1	Ethylene
Solyc02g062640	PGSC0003DMP400027182\tPGSC0003DMT400040090	tomato	Potato	21631	1	Ethylene
Solyc02g062640	Sopen02g013670	tomato	TomatoPennelli	21631	1	Ethylene
Solyc08g080410	PGSC0003DMP400005476\tPGSC0003DMT400007881	tomato	Potato	21689	1	Ethylene
Solyc08g080410	PGSC0003DMP400005475\tPGSC0003DMT400007880	tomato	Potato	21689	1	Ethylene
Solyc08g080410	SLYcer08g06260	tomato	TomatoCerasiforme	21689	1	Ethylene
Solyc08g080410	SPI08g06167	tomato	Tomatopimp	21689	1	Ethylene
Solyc08g080410	Sopen08g028740	tomato	TomatoPennelli	21689	1	Ethylene
Solyc08g080410	Capang01g000294	tomato	CaChiltepin.pep	21689	1	Ethylene
Solyc01g008190	PGSC0003DMP400028651\tPGSC0003DMT400042249	tomato	Potato	22371	1	Ethylene
Solyc01g008200	PGSC0003DMP400028652\tPGSC0003DMT400042250	tomato	Potato	22371	1	Ethylene
Solyc01g106560	SPI01g08279	tomato	Tomatopimp	22633	1	Ethylene
Solyc07g053310	SLYcer07g04848	tomato	TomatoCerasiforme	22648	1	Ethylene
Solyc07g053310	SPI07g05571	tomato	Tomatopimp	22648	1	Ethylene
Solyc07g053310	Sopen07g027270	tomato	TomatoPennelli	22648	1	Ethylene
Solyc07g053310	PGSC0003DMP400035483\tPGSC0003DMT400052626	tomato	Potato	22648	1	Ethylene
Solyc01g104740	Capana00g004275	tomato	CaZL1.pep	22717	1	Ethylene
Solyc01g104740	SLYcer01g07160	tomato	TomatoCerasiforme	22717	1	Ethylene
Solyc01g104740	Capang00g002840	tomato	CaChiltepin.pep	22717	1	Ethylene
