Gen_a	Gen_b	Species_a	Species_b	og	normalized_bit_score	Hormone
Solyc05g018130	SPI05g02247	tomato	Tomatopimp	27733	1	Jasmonic Acid
Solyc05g018130	Sopen05g014790	tomato	TomatoPennelli	27733	1	Jasmonic Acid
Solyc05g018130	Capang01g001852	tomato	CaChiltepin.pep	27733	1	Jasmonic Acid
Solyc01g099800	SPI01g07699	tomato	Tomatopimp	237	2	Jasmonic Acid
Solyc01g057330	SLYcer01g04775	tomato	TomatoCerasiforme	378	2	Jasmonic Acid
Solyc06g067970	Capana12g001374	tomato	CaZL1.pep	3049	0	Jasmonic Acid
Solyc01g079830	Capana01g002944	tomato	CaZL1.pep	16264	1	Jasmonic Acid
Solyc01g103570	Sopen01g045920	tomato	TomatoPennelli	16279	1	Jasmonic Acid
Solyc07g052480	SLYcer07g04757	tomato	TomatoCerasiforme	16838	1	Jasmonic Acid
Solyc06g084440	Capana06g000002	tomato	CaZL1.pep	16856	1	Jasmonic Acid
Solyc06g084440	SPI06g05400	tomato	Tomatopimp	16856	1	Jasmonic Acid
Solyc06g084440	Sopen06g035830	tomato	TomatoPennelli	16856	1	Jasmonic Acid
Solyc06g084440	Capang06g000001	tomato	CaChiltepin.pep	16856	1	Jasmonic Acid
Solyc06g084440	PGSC0003DMP400041577\tPGSC0003DMT400061780	tomato	Potato	16856	1	Jasmonic Acid
Solyc12g005150	PGSC0003DMP400002040\tPGSC0003DMT400002817	tomato	Potato	17058	2	Jasmonic Acid
Solyc12g005150	Capang04g000725	tomato	CaChiltepin.pep	17058	1	Jasmonic Acid
Solyc12g005150	Sopen12g001140	tomato	TomatoPennelli	17058	2	Jasmonic Acid
Solyc01g104510	Sopen01g047010	tomato	TomatoPennelli	17473	1	Jasmonic Acid
Solyc01g104510	SLYcer01g07185	tomato	TomatoCerasiforme	17473	1	Jasmonic Acid
Solyc05g010010	Capana11g002205	tomato	CaZL1.pep	17512	1	Jasmonic Acid
Solyc05g010010	PGSC0003DMP400043578\tPGSC0003DMT400064634	tomato	Potato	17512	1	Jasmonic Acid
Solyc05g010010	Capang11g002109	tomato	CaChiltepin.pep	17512	1	Jasmonic Acid
Solyc05g010010	SLYcer05g00661	tomato	TomatoCerasiforme	17512	1	Jasmonic Acid
Solyc01g111980	Capang01g005376	tomato	CaChiltepin.pep	17870	1	Jasmonic Acid
Solyc01g111980	Capana08g002793	tomato	CaZL1.pep	17870	1	Jasmonic Acid
Solyc01g111980	SLYcer01g08576	tomato	TomatoCerasiforme	17870	1	Jasmonic Acid
Solyc03g122340	Capana03g000103	tomato	CaZL1.pep	17941	1	Jasmonic Acid
Solyc03g122340	SPI03g05491	tomato	Tomatopimp	17941	2	Jasmonic Acid
Solyc03g122340	SLYcer03g05459	tomato	TomatoCerasiforme	17941	2	Jasmonic Acid
Solyc01g066430	Sopen01g028080	tomato	TomatoPennelli	17966	1	Jasmonic Acid
Solyc01g066430	PGSC0003DMP400020053\tPGSC0003DMT400029456	tomato	Potato	17966	1	Jasmonic Acid
Solyc06g071770	SLYcer06g04727	tomato	TomatoCerasiforme	18200	1	Jasmonic Acid
Solyc06g071770	Sopen06g028060	tomato	TomatoPennelli	18200	1	Jasmonic Acid
Solyc01g104080	PGSC0003DMP400041176\tPGSC0003DMT400061153	tomato	Potato	18229	2	Jasmonic Acid
Solyc01g104080	Sopen01g046490	tomato	TomatoPennelli	18229	2	Jasmonic Acid
Solyc01g104080	Capang01g004476	tomato	CaChiltepin.pep	18229	1	Jasmonic Acid
Solyc02g080630	Capana02g002206	tomato	CaZL1.pep	18558	1	Jasmonic Acid
Solyc06g053480	PGSC0003DMP400028549\tPGSC0003DMT400042118	tomato	Potato	18839	1	Jasmonic Acid
Solyc06g053480	SPI06g03545	tomato	Tomatopimp	18839	2	Jasmonic Acid
Solyc06g053480	Sopen06g018560	tomato	TomatoPennelli	18839	2	Jasmonic Acid
Solyc06g053480	Capana06g002092	tomato	CaZL1.pep	18839	1	Jasmonic Acid
Solyc06g053480	Capang06g001920	tomato	CaChiltepin.pep	18839	1	Jasmonic Acid
Solyc06g053480	SLYcer06g03635	tomato	TomatoCerasiforme	18839	2	Jasmonic Acid
Solyc01g107290	Capang01g004812	tomato	CaChiltepin.pep	18986	1	Jasmonic Acid
Solyc01g107290	SLYcer01g08117	tomato	TomatoCerasiforme	18986	1	Jasmonic Acid
Solyc01g101240	SPI01g07843	tomato	Tomatopimp	19012	1	Jasmonic Acid
Solyc01g101240	Capana08g001677	tomato	CaZL1.pep	19012	1	Jasmonic Acid
Solyc04g076380	Capana04g000836	tomato	CaZL1.pep	20665	1	Jasmonic Acid
Solyc04g076380	Capang04g000790	tomato	CaChiltepin.pep	20665	1	Jasmonic Acid
Solyc04g076380	PGSC0003DMP400016498\tPGSC0003DMT400024163	tomato	Potato	20665	1	Jasmonic Acid
Solyc10g044780	SPI10g01476	tomato	Tomatopimp	20832	1	Jasmonic Acid
Solyc10g044780	PGSC0003DMP400013252\tPGSC0003DMT400019338	tomato	Potato	20832	1	Jasmonic Acid
Solyc04g078920	SPI04g04998	tomato	Tomatopimp	21151	1	Jasmonic Acid
Solyc04g078920	Capang04g001554	tomato	CaChiltepin.pep	21151	1	Jasmonic Acid
Solyc04g078920	SLYcer04g05502	tomato	TomatoCerasiforme	21151	1	Jasmonic Acid
Solyc04g078920	Capana04g001639	tomato	CaZL1.pep	21151	1	Jasmonic Acid
Solyc11g068550	Capang11g000290	tomato	CaChiltepin.pep	21194	1	Jasmonic Acid
Solyc08g080410	PGSC0003DMP400005476\tPGSC0003DMT400007881	tomato	Potato	21689	1	Jasmonic Acid
Solyc08g080410	PGSC0003DMP400005475\tPGSC0003DMT400007880	tomato	Potato	21689	1	Jasmonic Acid
Solyc08g080410	SLYcer08g06260	tomato	TomatoCerasiforme	21689	1	Jasmonic Acid
Solyc08g080410	SPI08g06167	tomato	Tomatopimp	21689	1	Jasmonic Acid
Solyc08g080410	Sopen08g028740	tomato	TomatoPennelli	21689	1	Jasmonic Acid
Solyc08g080410	Capang01g000294	tomato	CaChiltepin.pep	21689	1	Jasmonic Acid
Solyc04g010090	Sopen04g005230	tomato	TomatoPennelli	21694	1	Jasmonic Acid
Solyc04g010090	SPI04g00613	tomato	Tomatopimp	21694	1	Jasmonic Acid
Solyc10g081650	Capang07g000771	tomato	CaChiltepin.pep	21747	1	Jasmonic Acid
Solyc10g081650	Sopen10g032160	tomato	TomatoPennelli	21747	1	Jasmonic Acid
Solyc10g081650	SLYcer10g05558	tomato	TomatoCerasiforme	21747	2	Jasmonic Acid
Solyc10g074790	SPI10g03475	tomato	Tomatopimp	21861	1	Jasmonic Acid
Solyc02g089610	PGSC0003DMP400017785\tPGSC0003DMT400026053	tomato	Potato	22032	1	Jasmonic Acid
Solyc02g089610	PGSC0003DMP400017784\tPGSC0003DMT400026052	tomato	Potato	22032	1	Jasmonic Acid
Solyc02g089610	Capang02g002929	tomato	CaChiltepin.pep	22032	1	Jasmonic Acid
Solyc02g089610	SLYcer02g05372	tomato	TomatoCerasiforme	22032	2	Jasmonic Acid
Solyc02g089610	Capana00g002899	tomato	CaZL1.pep	22032	1	Jasmonic Acid
Solyc02g089610	Capana00g002898	tomato	CaZL1.pep	22032	1	Jasmonic Acid
Solyc02g089610	SPI02g04295	tomato	Tomatopimp	22032	2	Jasmonic Acid
Solyc02g089610	Sopen02g034330	tomato	TomatoPennelli	22032	1	Jasmonic Acid
Solyc05g015390	Sopen05g010680	tomato	TomatoPennelli	22153	1	Jasmonic Acid
Solyc05g015390	Capana11g000872	tomato	CaZL1.pep	22153	1	Jasmonic Acid
Solyc01g108910	SPI01g08507	tomato	Tomatopimp	22167	1	Jasmonic Acid
Solyc01g108910	Capana08g002472	tomato	CaZL1.pep	22167	1	Jasmonic Acid
Solyc01g108910	Capang01g004995	tomato	CaChiltepin.pep	22167	1	Jasmonic Acid
Solyc01g108910	Capana08g002474	tomato	CaZL1.pep	22167	1	Jasmonic Acid
Solyc01g108910	Capang01g004996	tomato	CaChiltepin.pep	22167	1	Jasmonic Acid
Solyc01g108910	Sopen01g051110	tomato	TomatoPennelli	22167	1	Jasmonic Acid
Solyc01g108910	PGSC0003DMP400044987\tPGSC0003DMT400066723	tomato	Potato	22167	1	Jasmonic Acid
Solyc05g053040	Capang05g001755	tomato	CaChiltepin.pep	22370	1	Jasmonic Acid
Solyc05g053040	Capana05g002200	tomato	CaZL1.pep	22370	1	Jasmonic Acid
Solyc05g053040	Sopen05g031560	tomato	TomatoPennelli	22370	1	Jasmonic Acid
Solyc06g031690	SLYcer06g02610	tomato	TomatoCerasiforme	22412	1	Jasmonic Acid
Solyc12g098710	PGSC0003DMP400008110\tPGSC0003DMT400011667	tomato	Potato	22483	1	Jasmonic Acid
Solyc12g098710	PGSC0003DMP400008109\tPGSC0003DMT400011666	tomato	Potato	22483	1	Jasmonic Acid
Solyc12g098710	Capana12g000229	tomato	CaZL1.pep	22483	1	Jasmonic Acid
Solyc12g098710	SLYcer12g05052	tomato	TomatoCerasiforme	22483	2	Jasmonic Acid
Solyc12g098710	SPI12g05010	tomato	Tomatopimp	22483	2	Jasmonic Acid
Solyc12g098710	Capang12g000202	tomato	CaChiltepin.pep	22483	1	Jasmonic Acid
Solyc08g065350	Capana06g002830	tomato	CaZL1.pep	22623	1	Jasmonic Acid
Solyc06g084390	SPI06g05395	tomato	Tomatopimp	23147	2	Jasmonic Acid
Solyc03g117250	Capana03g000510	tomato	CaZL1.pep	23180	1	Jasmonic Acid
Solyc03g117250	SLYcer03g04921	tomato	TomatoCerasiforme	23180	1	Jasmonic Acid
Solyc03g117250	Sopen03g036140	tomato	TomatoPennelli	23180	1	Jasmonic Acid
Solyc03g117250	SPI03g04978	tomato	Tomatopimp	23180	1	Jasmonic Acid
Solyc08g077530	PGSC0003DMP400003321\tPGSC0003DMT400004686	tomato	Potato	23285	1	Jasmonic Acid
Solyc08g077530	Sopen08g026110	tomato	TomatoPennelli	23285	1	Jasmonic Acid
Solyc01g108280	Sopen01g050500	tomato	TomatoPennelli	23440	1	Jasmonic Acid
Solyc01g108280	SLYcer01g08223	tomato	TomatoCerasiforme	23440	1	Jasmonic Acid
Solyc01g108280	PGSC0003DMP400044922\tPGSC0003DMT400066617	tomato	Potato	23440	1	Jasmonic Acid
Solyc01g108280	Capang01g004977	tomato	CaChiltepin.pep	23440	1	Jasmonic Acid
Solyc10g008870	SLYcer10g00638	tomato	TomatoCerasiforme	23676	2	Jasmonic Acid
Solyc10g008870	PGSC0003DMP400039603\tPGSC0003DMT400058783	tomato	Potato	23676	2	Jasmonic Acid
Solyc10g008870	PGSC0003DMP400039602\tPGSC0003DMT400058782	tomato	Potato	23676	2	Jasmonic Acid
Solyc03g097970	PGSC0003DMP400046776\tPGSC0003DMT400069274	tomato	Potato	23718	*	Jasmonic Acid
Solyc03g097970	PGSC0003DMP400056205\tPGSC0003DMT400083983	tomato	Potato	23718	1	Jasmonic Acid
Solyc03g097970	SLYcer06g04798	tomato	TomatoCerasiforme	23718	*	Jasmonic Acid
Solyc01g105710	Sopen01g048150	tomato	TomatoPennelli	23729	2	Jasmonic Acid
Solyc01g105710	SPI01g08194	tomato	Tomatopimp	23729	2	Jasmonic Acid
Solyc01g105710	SLYcer01g07955	tomato	TomatoCerasiforme	23729	2	Jasmonic Acid
Solyc01g105710	Capana08g002087	tomato	CaZL1.pep	23729	2	Jasmonic Acid
Solyc04g055200	SLYcer04g04133	tomato	TomatoCerasiforme	24278	1	Jasmonic Acid
Solyc03g097750	Capana03g001623	tomato	CaZL1.pep	24721	1	Jasmonic Acid
Solyc03g097750	PGSC0003DMP400034468\tPGSC0003DMT400051115	tomato	Potato	24721	1	Jasmonic Acid
Solyc03g097750	SLYcer03g04045	tomato	TomatoCerasiforme	24721	1	Jasmonic Acid
Solyc12g088900	PGSC0003DMP400027058\tPGSC0003DMT400039927	tomato	Potato	24974	1	Jasmonic Acid
Solyc11g073200	Capang00g000889	tomato	CaChiltepin.pep	25057	1	Jasmonic Acid
Solyc11g007940	SPI11g00548	tomato	Tomatopimp	25256	1	Jasmonic Acid
Solyc11g007940	Capang12g002077	tomato	CaChiltepin.pep	25256	1	Jasmonic Acid
Solyc04g009230	SPI02g00562	tomato	Tomatopimp	25471	2	Jasmonic Acid
Solyc04g009230	Capang03g001811	tomato	CaChiltepin.pep	25471	2	Jasmonic Acid
Solyc04g009230	Capang02g000254	tomato	CaChiltepin.pep	25471	2	Jasmonic Acid
Solyc04g009230	Capana03g001896	tomato	CaZL1.pep	25471	2	Jasmonic Acid
Solyc04g009230	PGSC0003DMP400055590\tPGSC0003DMT400082441	tomato	Potato	25471	2	Jasmonic Acid
Solyc04g014730	SPI04g00919	tomato	Tomatopimp	25498	1	Jasmonic Acid
Solyc04g014730	Capana05g000164	tomato	CaZL1.pep	25498	1	Jasmonic Acid
Solyc04g014730	PGSC0003DMP400040849\tPGSC0003DMT400060696	tomato	Potato	25498	1	Jasmonic Acid
Solyc04g014730	Sopen04g006840	tomato	TomatoPennelli	25498	1	Jasmonic Acid
Solyc04g014730	Capang05g000160	tomato	CaChiltepin.pep	25498	1	Jasmonic Acid
Solyc04g014730	SLYcer04g01194	tomato	TomatoCerasiforme	25498	1	Jasmonic Acid
Solyc10g049850	PGSC0003DMP400040236\tPGSC0003DMT400059816	tomato	Potato	25592	1	Jasmonic Acid
Solyc10g049850	SLYcer10g04059	tomato	TomatoCerasiforme	25592	1	Jasmonic Acid
Solyc04g024340	SPI04g02552	tomato	Tomatopimp	25728	1	Jasmonic Acid
Solyc04g024340	Sopen04g010310	tomato	TomatoPennelli	25728	1	Jasmonic Acid
Solyc06g074220	SPI06g04842	tomato	Tomatopimp	25835	1	Jasmonic Acid
Solyc06g074220	Sopen06g030640	tomato	TomatoPennelli	25835	1	Jasmonic Acid
Solyc06g074940	Sopen06g031340	tomato	TomatoPennelli	25844	1	Jasmonic Acid
Solyc06g074940	Capana06g000523	tomato	CaZL1.pep	25844	1	Jasmonic Acid
Solyc06g074940	PGSC0003DMP400012657\tPGSC0003DMT400018398	tomato	Potato	25844	1	Jasmonic Acid
Solyc06g074940	SPI06g04918	tomato	Tomatopimp	25844	1	Jasmonic Acid
Solyc02g062040	Capang00g003665	tomato	CaChiltepin.pep	26067	1	Jasmonic Acid
Solyc06g084130	PGSC0003DMP400034944\tPGSC0003DMT400051889	tomato	Potato	26079	1	Jasmonic Acid
Solyc06g084130	SLYcer06g05476	tomato	TomatoCerasiforme	26079	1	Jasmonic Acid
Solyc06g084130	SPI06g05368	tomato	Tomatopimp	26079	1	Jasmonic Acid
Solyc06g084130	Sopen06g035510	tomato	TomatoPennelli	26079	1	Jasmonic Acid
Solyc01g097510	Sopen01g041170	tomato	TomatoPennelli	26140	1	Jasmonic Acid
Solyc11g011380	Sopen11g006180	tomato	TomatoPennelli	26314	2	Jasmonic Acid
Solyc11g011380	SPI11g00811	tomato	Tomatopimp	26314	2	Jasmonic Acid
Solyc11g011380	Capana05g001715	tomato	CaZL1.pep	26314	1	Jasmonic Acid
Solyc11g011380	Capana05g000208	tomato	CaZL1.pep	26314	1	Jasmonic Acid
Solyc11g011380	Capana05g000857	tomato	CaZL1.pep	26314	1	Jasmonic Acid
Solyc10g007600	SPI10g00364	tomato	Tomatopimp	26362	1	Jasmonic Acid
Solyc01g098390	PGSC0003DMP400049733\tPGSC0003DMT400073501	tomato	Potato	26400	2	Jasmonic Acid
Solyc01g098390	Capang01g003953	tomato	CaChiltepin.pep	26400	1	Jasmonic Acid
Solyc04g050920	Sopen04g022040	tomato	TomatoPennelli	26451	1	Jasmonic Acid
Solyc04g050920	SPI04g03287	tomato	Tomatopimp	26451	1	Jasmonic Acid
Solyc04g050920	PGSC0003DMP400009420\tPGSC0003DMT400013600	tomato	Potato	26451	1	Jasmonic Acid
Solyc08g075450	SLYcer08g05763	tomato	TomatoCerasiforme	26585	1	Jasmonic Acid
Solyc08g075450	SPI08g05648	tomato	Tomatopimp	26585	1	Jasmonic Acid
Solyc08g078250	SLYcer08g06051	tomato	TomatoCerasiforme	26612	1	Jasmonic Acid
Solyc08g078250	Capang01g000613	tomato	CaChiltepin.pep	26612	1	Jasmonic Acid
Solyc08g078250	Sopen08g026760	tomato	TomatoPennelli	26612	1	Jasmonic Acid
Solyc08g078250	SPI08g05948	tomato	Tomatopimp	26612	1	Jasmonic Acid
Solyc08g078250	Capana01g000673	tomato	CaZL1.pep	26612	1	Jasmonic Acid
Solyc09g047930	SPI09g02131	tomato	Tomatopimp	26627	1	Jasmonic Acid
Solyc09g047930	PGSC0003DMP400050802\tPGSC0003DMT400075007	tomato	Potato	26627	1	Jasmonic Acid
Solyc09g047930	PGSC0003DMP400050801\tPGSC0003DMT400075006	tomato	Potato	26627	1	Jasmonic Acid
Solyc09g047930	Capana09g000795	tomato	CaZL1.pep	26627	1	Jasmonic Acid
Solyc09g047930	SLYcer09g02216	tomato	TomatoCerasiforme	26627	1	Jasmonic Acid
Solyc09g047930	Sopen09g016040	tomato	TomatoPennelli	26627	1	Jasmonic Acid
Solyc09g074320	Sopen09g029160	tomato	TomatoPennelli	26647	1	Jasmonic Acid
Solyc11g011910	PGSC0003DMP400023591\tPGSC0003DMT400034690	tomato	Potato	26730	1	Jasmonic Acid
Solyc11g011910	PGSC0003DMP400023592\tPGSC0003DMT400034691	tomato	Potato	26730	1	Jasmonic Acid
Solyc11g011910	SPI11g00864	tomato	Tomatopimp	26730	1	Jasmonic Acid
Solyc11g011910	Sopen11g006730	tomato	TomatoPennelli	26730	1	Jasmonic Acid
Solyc11g011910	Capang12g002473	tomato	CaChiltepin.pep	26730	1	Jasmonic Acid
Solyc01g104220	SLYcer01g07224	tomato	TomatoCerasiforme	26774	1	Jasmonic Acid
Solyc01g104220	Capang01g004489	tomato	CaChiltepin.pep	26774	1	Jasmonic Acid
Solyc01g104220	Sopen01g046660	tomato	TomatoPennelli	26774	1	Jasmonic Acid
Solyc01g104220	PGSC0003DMP400041169\tPGSC0003DMT400061146	tomato	Potato	26774	1	Jasmonic Acid
Solyc01g108270	PGSC0003DMP400044720\tPGSC0003DMT400066346	tomato	Potato	27063	1	Jasmonic Acid
Solyc01g108270	SLYcer01g08222	tomato	TomatoCerasiforme	27063	1	Jasmonic Acid
Solyc01g108270	Sopen01g050490	tomato	TomatoPennelli	27063	1	Jasmonic Acid
Solyc03g111010	Sopen05g009560	tomato	TomatoPennelli	27072	*	Jasmonic Acid
Solyc03g111010	SLYcer05g01109	tomato	TomatoCerasiforme	27072	1	Jasmonic Acid
Solyc03g111010	PGSC0003DMP400030463\tPGSC0003DMT400044944	tomato	Potato	27072	*	Jasmonic Acid
Solyc03g111010	SPI05g01183	tomato	Tomatopimp	27072	1	Jasmonic Acid
Solyc03g111010	PGSC0003DMP400030464\tPGSC0003DMT400044945	tomato	Potato	27072	*	Jasmonic Acid
Solyc12g014400	Capang04g001133	tomato	CaChiltepin.pep	27341	1	Jasmonic Acid
Solyc07g006280	Capang12g001689	tomato	CaChiltepin.pep	27373	1	Jasmonic Acid
Solyc07g006280	SPI07g00319	tomato	Tomatopimp	27373	1	Jasmonic Acid
Solyc07g006280	Capana00g003691	tomato	CaZL1.pep	27373	1	Jasmonic Acid
Solyc07g006280	Sopen07g002370	tomato	TomatoPennelli	27373	1	Jasmonic Acid
Solyc07g006280	PGSC0003DMP400019741\tPGSC0003DMT400029027	tomato	Potato	27373	1	Jasmonic Acid
Solyc10g083360	Capana10g001999	tomato	CaZL1.pep	27451	1	Jasmonic Acid
Solyc10g083360	PGSC0003DMP400048936\tPGSC0003DMT400072375	tomato	Potato	27451	1	Jasmonic Acid
Solyc10g083360	Capang10g001760	tomato	CaChiltepin.pep	27451	1	Jasmonic Acid
Solyc10g083360	SPI10g04170	tomato	Tomatopimp	27451	1	Jasmonic Acid
Solyc04g018110	Sopen04g009340	tomato	TomatoPennelli	27550	1	Jasmonic Acid
Solyc02g088390	Sopen02g033070	tomato	TomatoPennelli	27598	2	Jasmonic Acid
Solyc02g088390	Capana02g003335	tomato	CaZL1.pep	27598	1	Jasmonic Acid
Solyc09g092520	PGSC0003DMP400037893\tPGSC0003DMT400056316	tomato	Potato	27631	2	Jasmonic Acid
Solyc12g056220	Capana12g001128	tomato	CaZL1.pep	27634	1	Jasmonic Acid
Solyc12g056220	Capang08g001288	tomato	CaChiltepin.pep	27634	1	Jasmonic Acid
Solyc12g056220	Capana01g000250	tomato	CaZL1.pep	27634	1	Jasmonic Acid
Solyc12g056220	PGSC0003DMP400008878\tPGSC0003DMT400012780	tomato	Potato	27634	1	Jasmonic Acid
Solyc12g056220	PGSC0003DMP400021836\tPGSC0003DMT400032134	tomato	Potato	27634	1	Jasmonic Acid
Solyc12g056220	PGSC0003DMP400010252\tPGSC0003DMT400014809	tomato	Potato	27634	1	Jasmonic Acid
Solyc12g056220	Sopen08g029490	tomato	TomatoPennelli	27634	1	Jasmonic Acid
Solyc12g056220	Sopen12g028730	tomato	TomatoPennelli	27634	1	Jasmonic Acid
Solyc12g056220	SPI08g06241	tomato	Tomatopimp	27634	1	Jasmonic Acid
Solyc12g056220	SPI12g04416	tomato	Tomatopimp	27634	1	Jasmonic Acid
Solyc12g056220	SPI08g00500	tomato	Tomatopimp	27634	1	Jasmonic Acid
Solyc06g008330	Capana06g003010	tomato	CaZL1.pep	27643	1	Jasmonic Acid
Solyc01g028830	SPI01g04271	tomato	Tomatopimp	27717	1	Jasmonic Acid
Solyc01g028830	PGSC0003DMP400041518\tPGSC0003DMT400061697	tomato	Potato	27717	1	Jasmonic Acid
Solyc01g028830	Capang01g001739	tomato	CaChiltepin.pep	27717	1	Jasmonic Acid
Solyc01g028830	Capana01g002031	tomato	CaZL1.pep	27717	1	Jasmonic Acid
Solyc01g028830	SLYcer01g04242	tomato	TomatoCerasiforme	27717	2	Jasmonic Acid
Solyc05g018130	PGSC0003DMP400047698\tPGSC0003DMT400070556	tomato	Potato	27733	1	Jasmonic Acid
Solyc05g018130	SLYcer05g01715	tomato	TomatoCerasiforme	27733	1	Jasmonic Acid
Solyc09g089580	SPI09g04546	tomato	Tomatopimp	27733	2	Jasmonic Acid
Solyc09g089580	SLYcer09g04889	tomato	TomatoCerasiforme	27733	1	Jasmonic Acid
Solyc09g089580	Sopen09g032520	tomato	TomatoPennelli	27733	1	Jasmonic Acid
